1,41.0162,41.0162,41.0162
1,5.2757,3.3977,1.4764
1,3.9876,5.2697,2.0916
1,2.5796,0.5626,5.0004
1,3.5627,5.1093,1.4467
1,1.5104,-1.8804,3.3037
1,2.9317,5.1377,4.5096
1,-4.2841,-4.8355,-1.7060
1,4.3972,-0.3208,0.5689
1,-0.5472,4.3361,0.5068
1,-4.2310,-4.2395,-5.1246
1,3.8812,1.2935,-1.2246
1,-4.6204,-2.8856,-0.2657
1,-0.1534,2.9862,4.3443
1,4.3954,-0.2351,0.3343
1,0.9596,-3.2731,-3.3484
1,0.8441,-1.6337,-4.2191
1,-4.6214,-3.3034,-5.1748
1,-0.8888,-5.2508,-2.4089
1,1.1017,0.4254,-3.8807
1,-3.7038,-0.2160,1.3539
1,0.2180,-4.5357,-2.8108
1,4.3570,4.5581,1.3079
1,2.9031,-1.3125,-1.9984
1,4.5684,4.5087,1.7854
1,-5.2305,-3.8378,-4.1519
1,2.0177,5.4022,1.4568
1,0.0027,-0.9811,4.1678
1,2.5142,-2.5316,-1.3926
1,5.2507,2.8218,3.5702
1,-4.7917,-1.1409,-1.1165
1,-2.6706,2.5717,0.5987
1,2.6069,-2.6259,0.7830
1,-4.9945,-4.2837,-4.5680
1,5.3221,2.7969,3.5019
1,-5.2690,-3.3031,-2.4019
1,2.0886,-3.2595,-0.0689
1,-1.3237,-1.9406,3.0875
1,1.7840,-0.5712,4.4308
1,-4.6873,-3.3440,-0.7017
1,-0.7859,-0.7350,3.8385
1,-3.0108,2.0049,1.1208
1,2.1728,-1.9000,3.0114
1,0.1691,2.3266,-3.0866
1,4.4289,4.6838,4.9879
1,5.3372,3.3628,3.5538
1,5.1684,2.7803,1.7824
1,-0.8809,-2.7119,2.6472
1,4.0136,-0.7252,1.8385
1,-4.4852,-3.5820,-0.5767
1,-4.7487,-0.5920,-1.7214
2,41.5036,41.5036,41.5036
2,-0.0821,4.4172,0.0668
2,-2.3312,-4.0247,0.8716
2,-0.3441,-0.4971,4.0930
2,-1.2099,1.7047,-3.5272
2,3.5587,5.5707,2.5417
2,3.6315,-1.6790,0.7181
2,3.4780,0.6981,-1.8342
2,3.6040,1.9117,-1.4377
2,-3.2724,2.0110,-0.7922
2,3.6484,1.2050,5.0921
2,5.4343,3.9014,3.4136
