traj,point,x,y,z
1,0,0.0,0.0,73.33999701190521
1,1,-0.3002975313918646,0.5143302057164633,72.63148697461264
1,2,0.49810040539055656,-0.054869186486126244,72.54893897123617
1,3,0.6956855862437358,-0.037943648953494925,72.76991653599148
1,4,0.5739866590040613,-0.05059514282138287,72.63391411857484
1,5,0.811245668290769,0.14252593437496705,73.12940353124712
1,6,-0.09867332212669104,-0.34223413907703737,72.4643545435277
1,7,0.4892864677835799,-0.18341726324902072,74.07942128394318
1,8,0.13874055851886882,0.7747385969199605,73.01147782302357
1,9,0.601810347081259,0.5372143731242989,73.035368841061
1,10,0.13801280181014447,-0.08121476264440039,74.27070455884959
1,11,-0.3928087918878958,0.6967938464336727,73.05943905029498
1,12,0.4109394647683677,-0.5490115300618138,73.86863354320217
1,13,0.21369482033107842,-0.6897456982711181,72.8366923299565
1,14,0.0887833321587202,0.7879615059636843,73.02182737026224
1,15,-0.011715156743836634,0.7729621059659203,73.72269213969062
1,16,-0.4025435456807762,0.6818505527946631,73.67752220124542
1,17,0.29215825618835894,0.06916511010244068,74.2362928136374
1,18,0.44246933032614083,0.5309091932495865,73.92164200253401
1,19,0.6716262254265868,-0.5106076929828021,73.49403976775572
1,20,0.24684525904256538,-0.7702962295498862,73.50932332306336
1,21,0.26836441907561503,0.7037088119314577,73.82350764829515
1,22,-0.5087585618176008,0.2572106554358652,72.6267112891927
1,23,-0.10681906031363042,0.8260485901538792,73.36021254869314
1,24,0.4263125781991728,-0.2569697370856288,72.5829496607638
1,25,-0.04908771568565038,-0.22247002898093973,74.24493073362108
1,26,0.6193265363421323,0.25644092487027464,72.71919785341383
1,27,0.8078668987202834,-0.2893977376226578,73.11106689532392
1,28,0.17735828296647205,0.8109054087076251,73.4293626701857
1,29,0.11708924424007584,0.37233553438243105,72.52953596322659
1,30,0.0038306927941657042,-0.6597185122694132,73.81956887463923
1,31,-0.3103637792728327,-0.7678438134220258,73.29762408301741
1,32,0.5316338599383806,0.6382688937387551,73.2793273677435
1,33,-0.044384175993457335,-0.10240594200941057,74.287909565715
1,34,0.11028528467031631,0.3937475590842543,72.53089069570886
1,35,0.1411389399264897,-0.4351196788362181,74.09026227008867
1,36,0.4972462448165829,0.6788804517524923,73.41738402576902
1,37,0.7887850828404244,-0.3444848981966052,73.34373785759844
1,38,0.7838537980314686,-0.028196837187294543,72.94221890719297
