traj,X,Y,Z
3,58.0752,61.2733,126.4099
3,62.4408,67.277,125.7468
3,59.9134,57.7812,125.3643
3,59.9587,66.5522,124.9398
3,63.4051,62.9282,124.0038
3,65.6736,68.0881,124.5141
3,60.2715,60.3397,124.543
3,60.7976,57.9794,123.5636
3,65.3028,58.1617,122.7693
3,68.9534,61.5826,123.6797
3,68.0002,70.4673,123.736
3,73.0546,63.3876,123.961
3,69.1699,54.5971,124.1559
3,61.2712,58.1575,123.5391
3,63.1651,62.0699,122.7875
3,63.4951,61.7311,123.4843
3,64.2131,61.7993,123.2317
3,63.6572,61.7579,122.6285
3,64.1442,61.7107,122.5205
3,64.082,61.6852,121.6612
3,62.9884,58.2142,122.4027
3,64.0304,62.0108,122.8371
3,61.8923,54.6766,123.6447
3,67.1164,58.846,124.1034
3,63.414,62.1182,123.4119
4,64.8038,62.5259,126.3035
4,67.9082,58.4232,125.5997
4,59.7308,58.8104,126.379
4,62.2463,60.2395,125.201
4,68.0888,67.7887,125.822
4,61.4778,59.4943,125.6302
4,65.0504,61.9356,125.6853
4,74.357,65.0919,125.1799
4,64.6945,62.731,124.4152
4,69.0352,65.3464,125.2845
4,64.3168,61.5513,125.8752
4,63.8939,62.0953,125.2674
4,67.4558,57.6368,125.6117
4,60.9872,65.1713,125.8518
4,64.756,55.2275,126.1524
4,69.7418,65.1833,126.437
4,59.2624,60.8259,126.3476
4,63.4004,61.8688,125.3049
4,62.6468,56.0359,124.6501
4,59.2934,62.2278,125.2939
4,69.2009,63.2214,125.555
4,64.734,59.6832,124.6736
4,63.5499,62.1633,124.3611
4,65.6655,61.2051,124.5822
4,59.7579,52.4506,125.2042
4,59.8153,61.0569,125.465
4,67.4487,68.7719,125.7384
4,60.1271,63.5663,126.0722
4,62.3128,64.1716,125.1803
4,63.2634,69.7146,126.3056
4,66.0003,60.6272,125.5915
4,61.9101,64.4291,124.8633
4,63.4186,62.5676,124.0559
4,63.5495,61.8545,123.6351
4,61.5781,64.9284,123.3097
4,64.652,68.3583,124.3177
4,67.5567,66.9096,125.0212
4,64.5367,62.5549,124.043
4,64.8088,72.4569,124.9108
4,63.1442,62.5687,124.248
4,63.1973,62.8376,123.4604
4,60.6297,63.0846,123.982
4,64.3949,56.3033,124.4525
4,63.1269,61.7759,123.7465
4,61.3212,63.2241,123.1774
4,62.8271,62.1668,122.8442
4,62.598,62.7323,122.1913
4,63.147,62.6313,121.6745
4,64.0456,61.0835,121.7029
4,64.2011,61.695,121.4304
4,64.3866,62.2918,121.4334
5,64.8668,62.677,126.0948
5,66.5105,65.9071,125.287
5,70.0242,71.346,124.8259
5,61.7171,65.7395,124.9355
5,55.6815,56.7931,125.3735
5,63.3068,57.4028,125.578
5,60.0443,53.0005,125.1947
5,63.9114,62.4512,124.1896
5,64.0819,59.0223,123.6814
5,55.2368,61.7058,124.2422
5,64.5142,62.8289,123.6312
5,59.3923,70.9146,123.9687
5,61.8126,65.6512,124.4847
5,64.7589,63.323,124.5786
5,64.5434,63.8369,124.1419
5,64.8995,63.7014,123.4405
5,64.5798,63.8073,122.7268
5,64.0469,63.8592,122.4737
5,63.3772,63.5629,122.1437
5,63.4495,62.9503,121.7427
5,63.5532,63.3848,122.3592
5,60.4582,62.4765,122.3895
5,64.3856,63.397,122.2031
5,64.3175,63.7998,122.9347
5,63.3146,65.6224,122.6963
5,64.7464,63.3326,123.1892
5,64.5796,63.2079,122.3405
5,63.2522,62.2246,122.6367
5,64.5527,62.2532,121.9108
5,70.117,59.2384,121.2942
5,65.8091,62.8037,120.9781
5,65.8035,62.1507,120.5615
5,65.0238,62.3905,121.1687
5,62.5264,62.2779,120.8525
5,60.7396,67.4911,120.5456
5,63.6234,62.7525,120.1827
5,63.7511,63.1308,120.6528
5,64.0237,63.372,121.3056
5,63.2162,63.5591,120.655
5,58.4006,65.9571,120.7412
5,64.0619,63.4553,120.7021
5,63.646,63.9183,119.9136
5,64.227,64.248,119.5001
5,64.2918,63.2617,120.1694
5,63.1837,63.4886,119.6216
5,63.3359,63.6011,118.7799
5,63.5747,62.5898,119.2864
5,63.4884,63.2329,120.0475
5,64.1274,64.2049,119.4425
5,64.4164,63.4245,120.188
5,64.5005,64.0159,119.1233
6,64.5706,62.7116,125.8006
6,70.7349,65.4884,125.0753
6,67.4736,72.7878,124.7613
6,64.3546,62.7535,124.2053
6,61.5638,59.404,124.7942
6,60.2632,65.6783,124.1517
6,64.2753,62.5552,123.1909
6,64.6382,63.1557,123.5912
6,62.6439,62.7591,123.4396
6,70.8346,63.8699,123.0653
6,65.9944,61.9241,122.5414
6,67.4939,62.3667,123.1032
6,72.9618,60.6881,122.3207
6,66.3703,62.0228,121.5342
6,66.04,61.6493,121.6505
6,72.9311,60.8053,121.6115
6,65.9036,61.5998,121.7009
6,66.2622,62.0822,122.2094
6,65.8354,62.5192,121.6429
6,72.4821,64.9955,120.7054
6,66.1457,63.2732,121.196
6,66.2877,63.3983,120.1665
6,66.5017,63.2001,119.352
6,65.6578,62.4703,120.3388
6,66.1073,62.353,120.7466
6,66.2944,62.7569,119.8113
6,65.5481,62.7614,120.6564
6,65.5724,63.1309,119.6741
6,65.0879,63.3093,119.1297
6,65.0202,62.5909,120.0588
6,63.8397,62.3554,119.5576
6,63.6881,62.894,118.9704
6,64.6178,62.8921,119.647
6,64.8132,62.311,119.7506
6,65.4811,62.4379,120.0176
6,65.5828,61.8479,120.1503
6,65.6089,61.7456,120.8379
6,65.8852,61.479,119.7166
6,66.2582,60.359,119.8989
6,66.118,60.6319,120.7865
6,66.2059,61.3127,120.398
6,66.4027,61.7748,120.45
6,66.148,61.5271,121.2441
6,66.2004,61.8724,120.4989
6,66.3258,62.0251,119.522
6,65.8537,61.7754,119.0268
6,66.0867,62.3676,118.6024
6,66.1972,62.7459,119.3536
6,65.1762,62.6729,118.8894
6,64.6634,62.5451,118.6595
6,60.604,65.4822,119.5142
7,64.9401,62.6322,125.4893
7,64.598,61.0334,124.5486
7,58.615,61.2078,125.6911
7,57.8051,55.0458,125.0157
7,68.2152,52.5202,124.6835
7,65.3019,61.8445,123.4321
7,65.6562,62.3099,123.5208
7,65.408,62.0255,123.2327
7,67.7004,59.1513,122.5961
7,65.8575,64.4121,123.1597
7,57.5634,67.3821,123.2834
7,63.9097,62.3198,123.4969
7,64.0581,62.6499,122.9129
7,57.6769,57.4113,123.4863
7,64.4473,61.8428,122.2632
7,65.2878,61.6165,122.6053
7,65.346,62.0868,123.3847
7,66.1397,53.6176,124.4257
7,64.6043,62.1214,123.4125
7,69.5786,55.4427,123.2342
7,65.5697,62.528,123.6893
7,66.5481,63.1669,124.3007
7,66.3211,52.9981,124.7236
7,65.4296,62.2696,125.0908
7,63.6677,59.84,124.4642
7,64.984,61.8746,123.9049
7,66.3988,59.5541,124.5762
7,65.0992,62.9399,124.2259
7,59.5477,64.7687,124.3462
7,64.7585,63.1532,123.4496
7,65.3543,62.9648,123.3666
7,65.1314,63.2435,124.1083
7,65.5525,62.789,123.621
7,67.7863,62.2674,123.0221
7,64.8903,63.3791,122.486
7,62.5734,62.2531,122.9874
7,67.2653,62.1652,123.6472
7,61.6403,66.845,123.3133
7,65.772,59.4118,123.3306
7,62.04,55.057,122.933
7,68.5289,59.1301,122.161
7,65.5699,62.0763,122.0625
7,65.2432,62.3796,122.7972
7,65.2177,62.1958,121.8622
7,64.9357,62.5016,121.2172
7,64.4185,62.7199,121.9327
7,64.6638,63.0196,122.6287
7,64.3028,62.8867,121.7701
7,64.4116,62.5468,120.9294
7,65.0763,62.6201,120.3202
7,65.3835,61.52,120.7117
8,65.0101,62.5509,125.3803
8,61.8152,64.716,126.3714
8,60.98,65.5698,125.5064
8,71.0956,66.236,125.7936
8,60.3717,62.8611,125.7732
8,63.576,62.5097,124.7492
8,59.4032,61.8781,125.8387
8,61.1622,64.1923,126.643
8,68.6472,60.5451,125.8563
8,65.3941,62.6286,125.327
8,64.3503,60.0648,125.2749
8,60.3823,64.2496,126.2977
8,70.9891,61.6695,126.3938
8,64.4883,54.1845,126.0558
8,65.3695,61.7252,126.4798
8,59.4007,56.3359,126.1279
8,59.7834,67.7757,125.9665
8,70.3166,67.2373,126.1417
8,67.459,60.6578,125.3055
8,65.3757,62.858,125.0181
8,63.3147,68.3464,124.3221
8,60.0592,59.6583,123.967
8,64.7248,61.8451,123.0442
8,64.5538,62.1122,122.2617
8,64.7482,62.0757,121.3205
8,62.0588,62.2953,120.921
8,65.9564,62.033,120.7097
8,65.6451,62.7103,120.6038
8,65.4696,62.4975,119.7214
8,67.0429,65.5007,120.0326
8,65.6194,62.5912,120.7163
8,65.5358,62.6876,119.6039
8,65.0098,62.1878,120.5689
8,65.1905,62.3992,119.4259
8,65.3866,62.3108,118.5386
8,64.3629,62.2085,119.2117
8,64.8736,61.9042,119.6246
8,64.4882,61.8583,120.338
8,64.9843,62.6865,119.876
8,65.4397,62.3271,119.36
8,66.0759,62.6524,119.3943
8,65.7497,62.206,118.7405
8,66.4807,61.2949,118.9711
8,66.6167,61.3593,117.7458
8,67.2211,60.4959,117.7703
8,67.4229,60.7459,118.5842
8,67.0026,60.8416,119.3518
8,66.6046,61.804,119.1268
8,65.7944,61.1361,119.7291
8,66.0959,60.8317,120.0561
8,65.7744,60.2125,119.3785
9,64.887,62.483,125.1348
9,64.6544,67.7606,124.5024
9,70.0119,59.706,124.2182
9,73.6693,66.83,123.8525
9,65.9109,62.6887,122.9704
9,65.6823,62.6166,122.0868
9,66.117,62.0953,122.1226
9,65.5405,61.6865,121.7726
9,65.4827,62.3681,121.9777
9,65.0339,62.428,121.2131
9,64.433,62.6346,121.291
9,64.4819,62.1911,122.1711
9,64.5412,61.5474,121.8531
9,63.8482,61.6211,121.3199
9,63.56,61.8165,120.4952
9,63.8861,61.8688,121.4798
9,63.9584,62.6656,121.387
9,64.1028,62.4888,122.257
9,64.0936,62.6016,121.2844
9,63.6875,62.4148,122.0776
9,64.0721,61.9638,121.4168
9,63.5993,61.6713,120.9715
9,63.981,61.5344,120.1317
9,63.9233,61.3607,121.2272
9,64.4642,61.8439,121.4545
9,64.9941,61.6243,121.3814
9,69.3356,64.2782,121.1953
9,66.1225,62.0798,120.5594
9,65.64,61.5422,120.1356
9,66.1469,62.1162,120.2307
9,69.3116,61.3042,119.7695
9,68.495,63.2068,120.7477
9,65.6648,61.53,119.7977
9,65.7232,63.6187,119.8373
9,68.3506,60.4415,120.6102
9,65.6521,61.4617,121.202
9,65.4342,61.8811,120.616
9,65.4504,62.3048,120.2408
9,60.5112,60.9862,119.7411
9,63.4524,64.5547,120.5192
9,63.9259,61.1545,120.3837
9,60.6951,61.4137,121.2558
9,64.2244,60.8583,121.6326
9,63.5623,60.8188,121.16
9,64.0672,60.5114,121.1216
9,64.6926,60.2949,121.539
9,64.7036,60.1889,120.5964
9,65.4693,60.5175,120.8741
9,66.0532,60.8107,120.313
9,65.6533,60.8545,119.579
9,66.0981,59.8264,119.6172
11,65.0006,62.4911,124.7783
11,63.7766,60.6685,125.7465
11,64.5196,62.3689,124.9266
11,64.4535,58.2196,124.2862
11,67.5876,59.2428,125.1777
11,63.3775,68.6458,125.2689
11,68.3873,60.7512,124.8461
11,64.9986,63.1913,124.5444
11,59.9385,71.5902,124.4171
11,64.9913,63.457,123.9146
11,66.1394,65.1569,124.3944
11,65.0053,63.077,123.569
11,62.7827,63.4101,124.0131
11,64.1754,62.2639,124.2761
11,57.5185,63.7241,125.1102
11,64.1283,62.8402,123.8581
11,63.5072,60.0434,123.477
11,69.1154,65.7128,123.8676
11,64.6275,63.6031,124.5552
11,65.3948,64.3088,123.8301
11,64.1569,62.9706,123.7241
11,63.7627,63.1799,122.848
11,62.678,63.5999,122.5842
11,68.3408,60.3087,123.1733
11,66.0865,55.7278,122.6069
11,65.9223,62.5687,122.7287
11,65.8779,62.9465,123.3709
11,74.8961,63.336,124.4145
11,65.281,64.0371,124.4575
11,66.0703,62.8164,124.1847
11,64.5359,63.1572,124.6326
11,67.4027,59.0562,124.4335
11,65.6415,63.7127,124.1821
11,66.014,61.9513,124.3902
11,64.6706,64.1175,124.0524
11,64.8978,64.2377,124.8859
11,64.3743,64.326,124.2111
11,61.2911,66.9056,125.1575
11,64.7052,63.4034,125.5035
11,64.7197,62.4369,126.2049
11,72.3004,62.7886,125.5897
11,67.5842,61.7907,124.6725
11,65.0205,69.6707,125.2568
11,64.5023,60.0978,124.968
11,65.5812,63.9324,124.8321
11,63.7804,69.2898,124.4579
11,62.7887,62.5447,125.0503
11,65.3694,63.8867,124.6898
11,65.5868,64.1473,123.8795
11,65.6117,63.5413,123.8326
11,65.3563,63.1532,124.3998
13,65.1427,62.644,124.3828
13,65.5641,63.8437,123.4938
13,64.5105,62.8583,123.5218
13,63.5651,71.3381,124.2321
13,65.5783,63.1862,124.6036
13,59.9097,65.3728,124.7713
13,67.513,60.8947,124.8468
13,66.0009,62.3278,124.1084
13,69.3848,67.1946,124.3983
13,65.6041,62.9208,123.5027
13,64.4719,60.6806,123.282
13,65.8607,62.88,123.336
13,66.2766,63.2682,122.6036
13,65.1721,62.2797,123.182
13,67.2841,62.7571,122.7785
13,65.7837,63.8692,123.7872
13,65.0681,62.9097,123.4651
13,67.9083,66.4045,123.3125
13,66.0259,63.2185,122.8391
13,67.6851,65.2991,122.7565
13,70.274,61.0973,123.4554
13,71.0038,70.1866,123.9736
13,63.8016,63.7464,123.9677
13,65.0055,62.873,124.408
13,61.0294,62.7765,124.3108
13,69.4127,65.0752,123.77
13,70.0614,62.1945,122.9016
13,65.8065,61.8497,123.7058
13,68.1793,64.6241,124.1148
13,62.7833,70.2958,123.9202
13,64.5168,62.4488,122.8448
13,64.879,62.6345,123.5971
13,66.4715,63.2744,122.9004
13,71.5615,58.5487,122.5473
13,65.3662,61.4622,123.1823
13,65.5509,61.8798,123.8445
13,65.6326,62.4028,123.2549
13,65.8869,62.4873,122.4856
13,65.5354,62.6247,122.3225
13,61.2746,69.3771,122.5318
13,65.2048,62.4418,121.9586
13,65.5218,62.5017,121.1271
13,65.9571,62.2831,121.7369
13,66.2414,62.096,120.841
13,65.9525,61.738,120.7247
13,66.5761,62.0049,120.6337
13,66.1974,62.3411,120.8446
13,66.079,62.7045,121.7676
13,66.4802,62.4055,120.9195
13,71.1054,65.315,120.8998
13,66.3244,61.7481,121.2534
15,64.9923,62.5662,123.8545
15,71.2346,62.548,123.0978
15,62.1067,62.7989,123.2287
15,70.7056,63.4125,123.4695
15,63.6479,67.1642,124.1783
15,64.1402,62.973,123.7428
15,64.6076,63.3914,123.8428
15,63.0372,60.7089,124.12
15,64.4717,63.353,123.6197
15,63.9713,63.3216,123.0328
15,64.0528,62.8704,122.3695
15,63.8679,63.2798,123.2536
15,63.6949,63.0262,122.4441
15,63.8663,62.7398,123.2526
15,60.1986,64.4617,123.6628
15,64.1759,62.6885,124.2073
15,58.5692,61.6808,125.2892
15,62.9896,56.1173,126.0179
15,64.6713,62.4486,124.9237
15,64.4987,62.3947,124.0915
15,65.1693,54.9317,123.3687
15,63.4436,56.9844,124.2037
15,63.662,62.6465,123.9079
15,59.5011,56.1365,123.5322
15,60.1718,63.6804,122.7098
15,67.4422,61.1105,122.4194
15,62.0761,60.3917,121.6989
15,64.8179,62.2845,121.1542
15,64.7251,54.7097,122.0619
15,63.7564,61.6574,121.6259
15,63.8802,61.4874,120.7035
15,63.4807,61.8932,120.898
15,64.1896,61.8274,120.6255
15,64.9716,61.3658,120.9698
15,65.502,61.4386,120.9019
15,65.488,61.9762,120.1323
15,64.8871,61.9646,119.6697
15,64.9372,61.8482,120.8279
15,65.2399,61.3732,120.0788
15,64.6691,61.4909,120.052
15,65.0898,60.894,119.5526
15,65.654,61.2339,119.0302
15,65.1378,60.9505,118.7997
15,64.7738,61.3401,118.6297
15,65.7415,60.4855,119.0442
15,65.8264,61.0211,118.0639
15,65.8466,61.1456,119.2265
15,65.7837,61.6252,119.9704
15,63.021,62.0494,119.3784
15,64.4243,68.471,119.7651
15,68.8947,68.1375,120.5634
17,64.7666,62.4273,123.5075
17,55.9072,58.6169,124.1689
17,64.8568,61.7571,123.1501
17,58.8386,63.1523,123.6244
17,64.5143,62.708,124.2517
17,68.2843,64.5692,124.1595
17,65.014,62.9502,123.7793
17,57.6177,69.5411,125.053
17,64.1755,62.4824,123.5697
17,63.1799,64.5336,122.9843
17,64.146,62.3423,123.3241
17,64.4696,62.1311,122.5163
17,64.3733,61.5308,122.6844
17,64.3711,61.9319,122.0549
17,64.0553,61.5008,121.3506
17,64.7377,61.4666,121.5922
17,65.2476,61.2244,122.0033
17,68.2262,60.3948,121.9389
17,65.4739,61.2652,121.7907
17,63.6462,58.8415,121.819
17,59.612,56.6958,122.8759
17,64.5055,62.6426,122.8269
17,64.5869,62.49,123.5676
17,61.4504,57.4055,124.6253
17,64.0749,64.0844,123.784
17,65.4223,62.4335,123.8473
17,66.0679,63.26,123.3124
17,64.8293,62.7679,123.7976
17,62.2114,66.4534,124.2343
17,70.0977,66.6962,124.6466
17,60.8719,68.1417,124.5649
17,60.9346,58.5313,124.7119
17,65.221,62.4151,123.8611
17,63.568,59.0527,124.8223
17,65.5877,63.1069,124.3633
17,63.0455,60.7249,124.1675
17,62.3594,62.0811,125.1207
17,64.9671,63.8106,124.866
17,59.1956,66.3985,125.8059
17,62.5209,68.4214,124.7487
17,65.315,63.3573,124.9377
17,61.7137,68.5757,125.2221
17,61.1433,61.0479,125.7101
17,69.4562,67.3953,126.0836
17,60.2484,63.4828,125.7553
17,63.5944,62.3512,124.7405
17,64.4094,63.0019,124.2785
17,59.9922,62.1098,123.821
17,56.2613,59.9735,123.1963
17,64.6242,57.4745,122.6366
17,72.95,60.5841,122.5927
18,64.7374,62.5341,123.5157
18,74.0661,66.3953,123.4171
18,66.1493,62.4044,122.4725
18,66.065,61.7407,122.8507
18,65.9754,62.3818,122.6488
18,65.9685,61.8893,123.2539
18,65.7239,62.2582,123.9483
18,63.826,63.3888,123.6525
18,70.0251,71.2654,124.1419
18,65.3428,62.9879,124.4916
18,61.5921,66.6548,123.902
18,69.8616,62.8668,123.6512
18,61.2272,65.6059,124.0412
18,66.3111,71.7228,123.6581
18,64.8474,62.696,122.9198
18,65.1211,63.0595,122.6779
18,71.2737,68.6261,123.1517
18,65.6367,62.6779,123.9175
18,70.4444,60.096,123.4493
18,62.5305,62.4408,123.1719
18,64.4106,61.2146,123.1391
18,64.3759,61.4518,122.3079
18,63.9698,63.3558,122.0176
18,64.4002,62.183,122.7324
18,63.7991,61.7105,122.2871
18,63.9174,62.2478,121.8514
18,64.1492,61.7467,121.5741
18,64.1213,62.358,122.1509
18,56.75,63.4887,121.6773
18,63.2247,61.1314,120.9359
18,63.9129,61.0249,120.7857
18,63.8414,60.4025,121.0978
18,63.796,60.2371,120.0732
18,63.3278,60.5958,120.63
18,63.6908,60.5209,119.5484
18,63.2547,60.7957,119.7304
18,63.4254,61.0902,120.8889
18,63.672,61.5507,119.8898
18,63.9672,61.5655,119.1308
18,62.4121,58.0974,119.3008
18,60.7286,56.3818,120.1964
18,64.0076,61.4487,119.2082
18,63.3299,58.5305,118.796
18,64.6724,60.5825,118.7733
18,59.9838,57.7822,119.1961
18,63.7729,61.3979,119.4952
18,64.0717,61.8241,120.1365
18,64.6541,62.0553,120.4124
18,67.5374,62.0133,120.4968
18,64.7968,62.1989,120.6306
18,64.4798,62.829,120.1668
20,64.816,62.4855,122.959
20,69.0471,70.7905,123.411
20,66.0801,62.4963,123.1201
20,66.1276,61.914,123.323
20,64.9723,57.0017,124.2847
20,63.1493,58.1882,125.1697
20,70.4839,65.3014,125.3119
20,63.9798,61.1772,125.9959
20,65.3374,63.0796,125.503
20,61.6365,65.5702,124.9647
20,65.6798,62.9269,125.0249
20,68.882,60.1896,124.5572
20,71.3346,70.0338,124.547
20,65.704,62.6646,124.9724
20,63.813,64.3366,124.8521
20,64.6315,62.0331,124.7324
20,64.6159,61.8641,123.9703
20,67.3455,53.6655,123.3411
20,62.2433,61.0376,123.0023
20,67.5933,61.8846,123.639
20,58.3524,64.591,124.0763
20,61.1986,56.9291,124.475
20,71.2921,54.1164,124.3651
20,63.4592,60.8753,124.4227
20,65.8307,53.5163,124.0866
20,64.7471,61.6547,123.2642
20,62.3554,57.4976,124.2872
20,63.6724,60.0792,125.0776
20,64.8708,63.1096,125.0012
20,71.8397,62.7446,125.702
20,62.8204,58.4837,125.3307
20,63.4212,62.7591,124.3725
20,63.9709,62.281,123.7864
20,66.6813,58.7759,123.5835
20,64.1063,62.4782,123.5277
20,64.0844,64.9124,124.1205
20,70.4572,69.7232,123.7641
20,65.1228,63.2171,122.6888
20,73.2116,66.6331,123.0217
20,65.5255,63.0761,123.8589
20,66.8761,63.0797,123.412
20,66.8965,64.0436,122.5311
20,71.9296,58.2159,123.103
20,65.4438,62.8606,123.6759
20,68.5888,63.0959,124.544
20,65.0505,62.0855,124.2367
20,62.9739,58.6634,124.9456
20,71.287,64.342,124.8227
20,70.9512,64.8894,123.9548
20,65.4615,62.418,123.1933
20,65.1055,61.9716,123.8108
21,65.1961,62.4368,122.7827
21,65.0557,62.0119,122.251
21,70.2091,55.1584,122.8146
21,63.1864,58.1608,123.4682
21,66.8369,61.3069,124.1456
21,65.9612,62.737,123.8918
21,65.933,62.4683,123.1261
21,72.4243,56.6789,123.9306
21,65.5677,61.9669,124.6768
21,65.4843,62.0523,123.8786
21,73.9839,62.4027,123.5416
21,70.124,70.4396,123.7613
21,63.0134,65.6849,123.9957
21,68.8586,59.1663,123.9222
21,65.137,63.8387,123.2659
21,65.5519,59.7017,124.0814
21,66.0164,62.9812,124.2666
21,70.685,66.9668,125.2725
21,68.6225,63.5295,125.9425
21,59.1272,66.9128,125.9288
21,61.9264,67.0947,124.8772
21,61.4504,58.6609,124.5581
21,66.9203,59.9976,123.6063
21,65.7863,62.0671,123.2329
21,65.4185,62.0531,122.5576
21,65.015,62.5438,122.2467
21,64.7526,63.0418,121.9606
21,62.4606,64.5683,122.7005
21,64.6827,66.4392,123.5157
21,69.9321,69.0722,122.7326
21,69.5422,63.7028,123.3205
21,62.323,62.5513,123.0372
21,68.3224,63.796,122.1684
21,66.841,63.0922,122.2174
21,66.5144,63.3367,123.0679
21,66.9322,63.1875,122.3053
21,66.4993,63.2422,121.6559
21,65.939,63.3368,122.3444
21,67.526,65.3133,122.2458
21,61.5389,65.9315,123.2304
21,60.3015,60.372,123.8589
21,65.7553,57.4365,123.0137
21,62.1173,63.9816,122.8915
21,64.5036,62.3324,122.8086
21,57.7237,64.1356,122.2972
21,64.5833,61.46,121.623
21,63.4749,61.4948,121.968
21,69.6252,63.1704,121.3984
21,65.8674,62.6684,121.1107
21,66.0727,62.9126,120.2334
21,66.46,66.0497,120.3667
22,64.9347,62.548,122.5549
22,60.5485,55.0849,122.8414
22,64.2836,62.2621,122.1708
22,62.0069,65.9002,122.5711
22,65.2979,70.9583,123.4546
22,70.5154,63.6692,123.1691
22,66.3511,61.6051,122.365
22,65.0876,62.2429,122.4768
22,65.0089,61.5248,122.7269
22,65.413,61.3906,122.031
22,67.336,60.5233,121.7687
22,65.8598,61.6085,122.6317
22,63.7871,58.8771,121.8253
22,64.7609,62.4941,121.9033
22,59.8424,69.2773,123.1606
22,61.7882,64.0016,122.1214
22,66.751,62.1622,121.2673
22,64.9991,62.285,121.6898
22,65.5595,67.3257,121.6716
22,62.6027,60.1305,121.8496
22,64.6002,61.3808,121.7719
22,65.0408,61.28,122.4263
