1,25.2788,25.2788,25.2788
1,-1.9979,14.1148,-1.6002
1,5.7024,-9.8083,17.1727
1,0.9783,2.6129,-9.9744
1,-7.1790,-11.1877,10.7363
1,-0.8545,7.0844,-14.6676
1,-2.7203,0.3479,12.7596
1,5.5700,0.1398,7.3856
1,13.9688,11.6060,-21.0438
1,-0.9396,-4.7766,10.8066
1,3.6844,6.1989,-10.5351
1,-3.6239,-1.2456,12.6672
1,1.6247,4.4067,-17.9870
1,2.7323,-3.7756,19.0468
1,17.8648,-1.6581,-13.6149
1,-8.1585,10.0510,22.7548
1,-4.4293,-4.2460,-5.0025
1,1.0668,5.7924,-6.2851
1,-5.3333,-5.4812,6.8787
1,3.1279,3.9241,4.7199
1,-1.1230,-3.4133,-1.1234
1,1.6125,-0.6908,-1.0537
1,3.8769,3.7300,4.9220
1,-3.2642,-0.6855,-1.3666
1,2.0444,-8.8247,4.4884
1,-7.6073,1.4287,11.0725
1,16.0283,5.5290,-12.4254
1,-6.3768,1.8548,-3.9673
1,3.7098,4.9345,3.8874
1,4.4648,3.4359,2.6607
1,6.7270,-6.3718,3.9352
1,-3.7415,8.7860,2.2681
1,4.7391,4.1175,3.7147
1,3.5557,2.7974,1.3149
1,-2.8078,-2.9394,-0.7480
1,-1.4652,-2.2188,-3.7710
1,-3.9311,-2.0744,-3.5464
1,4.4661,4.2086,4.6933
1,9.4427,-1.5800,-10.4753
1,-10.2305,9.2107,9.4365
1,0.2390,-1.3433,2.2868
1,-1.7384,-3.8470,-3.0760
1,3.7779,1.6328,1.9093
1,-1.3893,0.8748,1.1686
1,-1.4553,1.2635,-0.6534
1,-4.0184,-4.5284,-4.6052
1,3.7209,3.3462,4.7302
1,3.9132,4.5191,4.4859
1,3.3958,4.4785,3.0698
1,3.4761,2.9839,4.4955
1,-1.4588,0.0290,-2.5972
2,26.3198,26.3198,26.3198
2,-10.4641,17.2575,-3.2841
2,7.4699,-24.3924,15.7129
2,12.7685,15.1107,-20.5733
2,-26.9183,2.4400,12.9155
2,28.3841,-16.7314,-5.8385
2,-27.8083,5.5519,11.1161
2,21.0956,-16.2309,3.0444
2,-0.4656,14.9453,-17.2618
2,5.2434,-2.6729,10.5655
2,5.4406,13.2688,-4.8552
2,0.9631,12.9964,-17.9728
2,1.9943,-13.3231,7.2936
2,-14.1419,5.7128,21.4212
2,15.3822,-13.8792,-13.1742
