1,40.6081,40.5176,40.5176
1,45.3542,43.4180,42.0117
1,49.0456,48.4277,43.9453
1,51.5944,48.6914,48.5156
1,54.7585,53.6133,49.5703
1,57.1315,51.9434,52.9980
1,59.7682,57.2168,57.3926
1,56.0768,52.5586,56.3379
1,60.0319,52.5586,56.6016
1,58.8893,56.6016,55.9863
1,55.0222,52.4707,50.8008
1,58.5378,53.4375,49.2187
1,54.2311,50.8887,49.8340
1,53.7038,53.5254,53.6133
1,57.8347,53.5254,53.6133
1,59.2409,50.7129,50.6250
1,59.4167,49.2187,46.5820
1,55.0222,46.1426,41.7480
1,54.4948,41.1328,39.5508
1,55.1100,41.1328,36.0352
1,51.5944,41.1328,37.0020
1,51.6823,37.0020,34.2773
1,55.5495,41.1328,35.0684
1,58.0104,40.0781,33.3984
1,62.1413,44.2969,34.8047
1,57.1315,40.8691,31.0254
1,58.6257,46.0547,32.0801
1,59.2409,45.4395,35.8594
1,61.4382,43.3301,34.8047
1,66.1843,45.9668,38.0566
1,61.4382,45.0879,37.6172
1,59.0651,47.4609,37.2656
1,61.3503,45.0000,38.1445
1,56.6042,40.8691,33.7500
1,61.4382,43.2422,37.0020
1,56.4284,40.3418,34.8926
1,58.0983,37.3535,34.8047
1,57.0436,35.8594,37.3535
1,58.6257,35.8594,41.3086
1,54.1432,32.8711,40.7812
1,53.7038,32.4316,44.0332
1,50.8913,34.4531,44.8242
1,52.9128,33.0469,47.7246
1,52.9128,34.8926,44.6484
1,56.9557,39.1113,49.2187
1,61.8776,42.0117,52.2949
1,66.7995,44.3848,54.0527
1,66.5358,42.0117,56.2500
1,70.1393,41.4844,57.8320
1,65.9206,38.2324,57.7441
1,61.4382,37.8809,56.2500
2,40.7013,41.1328,40.8138
2,40.7013,45.2637,40.9895
2,38.8556,41.4844,42.2200
2,38.8556,41.4844,46.0872
2,37.7130,42.8906,43.2747
2,40.7892,48.0762,45.6478
2,44.3048,46.8457,47.1419
2,47.2931,47.6367,45.3841
2,50.3692,49.3066,44.4173
2,47.5567,51.2402,43.8899
2,50.9845,52.0312,48.8118
2,55.9942,55.8105,51.8001
2,53.7970,58.0957,50.3938
2,55.8185,55.7227,52.1517
2,51.5118,54.4922,52.2395
2,48.0841,53.3496,47.9329
2,49.4024,55.5469,45.3841
2,47.2052,53.6133,47.7571
2,51.3360,57.0410,52.7669
2,47.8204,56.9531,49.3392
2,51.6876,62.3145,52.5032
2,53.2696,66.4453,56.8978
2,48.8751,65.9180,58.1282
2,48.2599,61.6113,56.6341
2,47.5567,63.1934,53.2942
2,45.7110,60.9961,48.2845
2,45.7110,61.6992,52.6790
2,40.8770,58.3594,48.1087
2,46.0626,61.0840,50.0423
2,43.5138,61.1719,52.4153
