traj,encoder1,encoder2,encoder3,X,Y,Z,angle1,angle2,angle3
2,23.5749,46.8676,34.4839,59.9587,66.5522,124.9398,-0.1448,21.0963,-13.3829
2,37.5495,42.6489,42.0425,63.4051,62.9282,124.0038,14.4201,-4.6798,7.8237
2,37.6374,47.5708,26.4858,65.6736,68.0881,124.5141,0.2184,5.3754,-16.0158
2,28.7604,36.6723,47.5796,60.2715,60.3397,124.543,-9.3522,-11.3566,21.5429
2,34.8249,35.7055,54.6987,60.7976,57.9794,123.5636,6.187,-1.4194,7.4472
2,48.7995,36.5844,53.2925,65.3028,58.1617,122.7693,14.3415,1.2481,-2.031
2,51.1725,35.9692,38.5269,68.9534,61.5826,123.6797,2.8621,-1.0109,-14.9873
2,44.8444,53.02,21.7397,68.0002,70.4673,123.736,-6.9542,17.5262,-17.2335
2,56.0065,32.4536,26.3979,73.0546,63.3876,123.961,11.4873,-20.9491,5.088
2,49.4147,16.1059,45.646,69.1699,54.5971,124.1559,-6.8613,-16.812,19.6967
2,36.4948,36.4087,54.5229,61.2712,58.1575,123.5391,-13.3206,20.4998,9.1423
2,43.3503,47.3071,49.7769,63.1651,62.0699,122.7875,7.2795,11.331,-4.9354
2,40.8893,43.0883,46.8765,63.4951,61.7311,123.4843,-2.7677,-4.5807,-2.8511
2,43.5261,43.4399,46.7007,64.2131,61.7993,123.2317,2.9395,0.6082,0.441
2,45.1081,47.0434,50.48,63.6572,61.7579,122.6285,2.27,3.8533,4.1292
2,46.778,47.0434,50.3921,64.1442,61.7107,122.5205,2.0854,-0.461,-0.3355
2,50.6452,51.5258,54.8745,64.082,61.6852,121.6612,4.4493,4.753,4.7734
2,46.2507,41.4184,58.3022,62.9884,58.2142,122.4027,-4.6836,-10.4889,4.035
2,44.9323,46.3403,48.6343,64.0304,62.0108,122.8371,-0.4487,5.3777,-10.1263
2,37.7253,27.1801,58.0386,61.8923,54.6766,123.6447,-7.6569,-19.5615,9.8502
2,45.987,29.1137,43.2729,67.1164,58.846,124.1034,8.7345,2.4126,-15.4397
2,40.8015,44.0551,46.437,63.414,62.1182,123.4119,-5.5546,15.2789,3.5957
3,27.6275,27.8798,28.1452,64.8038,62.5259,126.3035,28.3848,28.3848,28.3848
3,38.7018,19.1786,34.3855,67.9082,58.4232,125.5997,11.4076,-9.1477,6.3337
3,16.7291,23.2216,40.4499,59.7308,58.8104,126.379,-22.4364,4.3546,6.2493
3,27.8912,30.6044,40.8015,62.2463,60.2395,125.201,11.6887,7.6721,-0.2971
3,34.8346,37.2841,15.489,68.0888,67.7887,125.822,7.1718,7.1234,-25.868
3,24.5514,27.7919,41.3288,61.4778,59.4943,125.6302,-10.7316,-9.7931,26.4248
3,31.6705,29.8134,32.1003,65.0504,61.9356,125.6853,7.7107,2.3508,-9.5252
3,50.0396,26.6493,11.9733,74.357,65.0919,125.1799,18.8785,-3.2788,-20.5691
3,37.2076,38.2509,37.5495,64.6945,62.731,124.4152,-13.2596,11.8595,25.8806
3,40.6353,34.12,21.2019,69.0352,65.3464,125.2845,3.926,-4.5178,-16.7207
3,29.0338,28.0555,32.2761,64.3168,61.5513,125.8752,-12.2482,-6.4802,11.7711
3,31.0553,32.9774,35.0007,63.8939,62.0953,125.2674,2.3283,5.2095,2.9954
3,37.8228,17.0692,35.8796,67.4558,57.6368,125.6117,7.2704,-16.3191,0.7018
3,20.6842,38.6024,30.3425,60.9872,65.1713,125.8518,-17.5369,21.9502,-6.0334
3,29.1217,11.0048,40.0983,64.756,55.2275,126.1524,8.6099,-28.1228,9.914
3,36.2408,27.2645,14.3464,69.7418,65.1833,126.437,7.7346,16.598,-26.248
3,15.3228,28.1434,38.0769,59.2624,60.8259,126.3476,-21.2882,0.9191,24.3606
3,30.2643,33.2411,36.4948,63.4004,61.8688,125.3049,15.4116,5.3636,-2.5158
3,32.3736,23.4852,49.0632,62.6468,56.0359,124.6501,2.3801,-10.0442,13.0036
3,20.4205,36.8446,40.5378,59.2934,62.2278,125.2939,-12.3972,13.7261,-8.9074
3,40.3717,28.6708,23.8386,69.2009,63.2214,125.555,20.4193,-8.7458,-17.0785
3,36.6803,30.3407,41.4167,64.734,59.6832,124.6736,-4.1002,1.7166,18.1218
3,35.0982,38.6903,40.4499,63.5499,62.1633,124.3611,-1.9074,8.7539,-1.2969
3,38.7018,33.4169,38.0769,65.6655,61.2051,124.5822,3.8744,-5.6536,-2.7291
3,23.0572,13.6415,54.5124,59.7579,52.4506,125.2042,-15.8518,-20.2515,17.0532
3,21.3873,33.5927,41.0651,59.8153,61.0569,125.465,-1.7174,20.3617,-13.5956
3,33.5162,39.9208,14.4343,67.4487,68.7719,125.7384,12.625,6.5708,-26.9807
3,17.8717,34.7352,33.0671,60.1271,63.5663,126.0722,-16.1263,-5.5825,19.0843
3,27.5396,39.2177,34.1218,62.3128,64.1716,125.1803,10.1009,4.8774,1.123
3,21.651,42.8212,15.489,63.2634,69.7146,126.3056,-6.355,4.0284,-18.9711
3,35.0103,26.2098,34.2097,66.0003,60.6272,125.5915,13.6983,-17.0797,18.5886
3,28.5943,42.118,36.0554,61.9101,64.4291,124.8633,-6.8776,16.1896,2.2313
3,36.5045,41.2391,41.5046,63.4186,62.5676,124.0559,8.488,-1.1238,5.9368
3,38.7896,41.7665,44.6687,63.5495,61.8545,123.6351,2.544,0.9581,3.4802
3,35.6256,51.2587,43.0866,61.5781,64.9284,123.3097,-3.4591,9.6102,-1.7205
3,35.8014,50.1161,28.0573,64.652,68.3583,124.3177,-0.1482,-0.8412,-15.5634
3,38.2623,40.6239,22.4323,67.5567,66.9096,125.0212,3.0052,-9.9214,-6.1235
3,38.526,40.0966,40.0983,64.5367,62.5549,124.043,0.6134,-1.0527,17.9165
3,30.5279,52.9286,15.1374,64.8088,72.4569,124.9108,-8.2908,13.3024,-25.373
3,34.7467,40.2723,40.8015,63.1442,62.5687,124.248,4.6993,-13.1524,26.2634
3,38.7018,45.1063,44.3171,63.1973,62.8376,123.4604,4.1786,4.8316,3.3555
3,30.9674,45.1063,44.405,60.6297,63.0846,123.982,-8.0424,0.2567,0.4376
3,37.4713,23.7489,47.9206,64.3949,56.3033,124.4525,6.7043,-21.8455,3.6242
3,37.3834,41.5907,44.9323,63.1269,61.7759,123.7465,0.4961,18.0995,-3.2294
3,35.9771,48.7098,47.1296,61.3212,63.2241,123.1774,-1.8133,7.6125,2.5302
3,41.7779,48.0067,49.5026,62.8271,62.1668,122.8442,6.1996,-1.1759,2.6343
3,43.7115,51.8739,51.4362,62.598,62.7323,122.1913,2.3598,4.2033,2.1981
3,47.4029,53.7196,53.3698,63.147,62.6313,121.6745,4.1687,2.0757,2.2573
3,50.3912,50.7313,55.5671,64.0456,61.0835,121.7029,3.3303,-3.2257,2.2386
3,51.0064,52.577,55.1276,64.2011,61.695,121.4304,1.1918,2.2001,-0.4497
3,50.7428,53.2802,53.5456,64.3866,62.2918,121.4334,-0.4277,0.9334,-1.9117
4,28.6418,28.9564,28.9239,64.8668,62.677,126.0948,29.4092,29.4092,29.4092
4,35.2336,38.097,24.6173,66.5105,65.9071,125.287,6.8586,9.5485,-4.731
4,40.507,45.5677,9.1485,70.0242,71.346,124.8259,5.8539,7.9673,-15.8747
4,26.9719,43.8099,33.4063,61.7171,65.7395,124.9355,-14.0977,-2.394,24.7562
4,11.1515,26.4076,52.1271,55.6815,56.7931,125.3735,-15.8329,-17.7852,18.9781
4,29.0812,20.8705,41.9317,63.3068,57.4028,125.578,18.2288,-5.8791,-10.7849
4,23.5441,14.6302,53.4454,60.0443,53.0005,125.1947,-5.4851,-6.6666,12.3494
4,36.3762,39.5912,39.9981,63.9114,62.4512,124.1896,13.1708,25.3531,-13.9163
4,40.2433,34.6693,48.0841,64.0819,59.0223,123.6814,4.3305,-5.3269,8.5013
4,15.0187,43.0189,50.1056,55.2368,61.7058,124.2422,-25.5403,8.678,2.9447
4,40.507,42.7552,41.4044,64.5142,62.8289,123.6312,25.9413,-0.7251,-9.1661
4,23.8078,58.7513,30.3302,59.3923,70.9146,123.9687,-16.9871,16.3798,-11.5221
4,29.5207,46.183,35.6036,61.8126,65.6512,124.4847,6.0225,-12.9083,5.773
4,36.1125,38.4486,35.6036,64.7589,63.323,124.5786,7.1643,-7.9158,0.1187
4,37.4308,42.4916,37.0978,64.5434,63.8369,124.1419,1.7784,3.9646,1.8356
4,41.9133,45.392,40.3497,64.8995,63.7014,123.4405,4.867,3.3283,3.5277
4,44.55,49.6107,44.2169,64.5798,63.8073,122.7268,3.1106,4.5718,4.3359
4,44.7258,51.5443,46.1505,64.0469,63.8592,122.4737,-0.1571,2.1769,2.2594
4,44.9894,53.1263,49.0509,63.3772,63.5629,122.1437,0.5843,1.8412,3.2124
4,47.1867,53.5658,51.8634,63.4495,62.9503,121.7427,2.4841,0.6932,3.1681
4,44.7258,52.2474,48.3478,63.5532,63.3848,122.3592,-2.687,-1.382,-3.7523
4,38.3976,52.2474,53.7091,60.4582,62.4765,122.3895,-6.8516,0.4794,5.5703
4,47.3625,52.1595,48.2599,64.3856,63.397,122.2031,9.4646,0.09,-5.8966
4,43.1437,49.0834,43.9532,64.3175,63.7998,122.9347,-4.3948,-3.3579,-4.6916
4,41.7375,54.3568,42.8985,63.3146,65.6224,122.6963,-2.0284,5.7461,-1.1828
4,42.8801,46.2709,42.9864,64.7464,63.3326,123.1892,1.5734,-8.4046,-0.5527
4,46.6594,50.4896,47.4688,64.5796,63.2079,122.3405,4.2281,4.5547,4.9541
4,42.8801,48.3802,49.8419,63.2522,62.2246,122.6367,-4.1981,-2.5288,2.6411
4,49.2961,50.5775,51.2481,64.5527,62.2532,121.9108,6.5055,2.5467,1.7791
4,62.3918,40.9095,50.8087,70.117,59.2384,121.2942,13.6459,-10.0472,-0.8867
4,55.4484,55.4115,53.0938,65.8091,62.8037,120.9781,-6.7955,14.8993,3.0114
4,57.2062,56.0267,56.0821,65.8035,62.1507,120.5615,2.1061,0.8069,3.3388
4,53.8664,55.2357,54.588,65.0238,62.3905,121.1687,-3.4288,-0.9563,-1.9266
4,49.7355,57.3451,58.5431,62.5264,62.2779,120.8525,-4.6456,2.4488,4.2404
4,45.8683,69.8256,53.006,60.7396,67.4911,120.5456,-4.047,12.9187,-5.7735
4,56.4152,62.8822,60.9161,63.6234,62.7525,120.1827,10.9229,-7.3913,8.1449
4,54.0422,61.2123,57.6642,63.7511,63.1308,120.6528,-1.7745,-0.6628,-3.2274
4,51.0539,57.5209,53.5333,64.0237,63.372,121.3056,-2.9873,-4.0588,-4.4554
4,51.5812,59.9818,56.5216,63.2162,63.5591,120.655,1.081,2.8082,3.3796
4,40.6828,67.8041,57.3126,58.4006,65.9571,120.7412,-11.4769,8.0122,1.3372
4,54.218,60.8607,56.3458,64.0619,63.4553,120.7021,13.8242,-7.3906,-1.6402
4,55.8,64.5521,59.0704,63.646,63.9183,119.9136,1.925,3.9785,3.0895
4,58.7883,66.6615,59.6856,64.227,64.248,119.5001,3.2633,2.4507,0.8485
4,57.6457,63.4095,59.422,64.2918,63.2617,120.1694,-2.0195,-3.4633,-1.0794
4,56.4152,65.5189,61.6192,63.1837,63.4886,119.6216,0.117,2.3739,2.3815
4,60.5461,69.7377,65.3106,63.3359,63.6011,118.7799,4.3779,4.5595,3.7805
4,60.3703,67.0131,65.6622,63.5747,62.5898,119.2864,-1.3994,-3.2012,-0.7883
4,56.6789,64.9037,61.2677,63.4884,63.2329,120.0475,-3.7363,-2.6101,-4.3395
4,59.0519,67.1888,60.213,64.1274,64.2049,119.4425,2.715,2.5213,0.426
4,57.7336,63.4974,58.8067,64.4164,63.4245,120.188,-1.9534,-3.9593,-2.2337
4,60.9855,68.0678,61.5313,64.5005,64.0159,119.1233,3.7114,4.4166,2.8748
5,29.6684,29.7361,29.7642,64.5706,62.7116,125.8006,30.4286,30.4286,30.4286
5,42.9398,32.5486,18.6899,70.7349,65.4884,125.0753,13.8344,3.1866,-11.5614
5,34.6781,49.7751,9.6372,67.4736,72.7878,124.7613,-8.8631,17.5237,-9.4649
5,36.3481,38.7009,38.2017,64.3546,62.7535,124.2053,2.0359,-11.3651,29.1473
5,28.2621,30.7028,44.6177,61.5638,59.404,124.7942,-8.5249,-8.3251,6.723
5,26.768,47.8415,38.4653,60.2632,65.6783,124.1517,-1.942,17.4697,-6.6608
5,41.2699,43.8864,43.9146,64.2753,62.5552,123.1909,14.8858,-4.3204,5.8321
5,39.6879,42.8318,40.3989,64.6382,63.1557,123.5912,-1.7197,-1.3676,-3.7444
5,36.4359,44.4138,44.6177,62.6439,62.7591,123.4396,-3.6141,2.0773,4.4986
5,53.9262,40.1071,32.4888,70.8346,63.8699,123.0653,17.9661,-4.68,-12.4832
5,48.3012,44.4138,46.2876,65.9944,61.9241,122.5414,-6.0079,4.7517,14.174
5,48.8285,40.8982,40.9263,67.4939,62.3667,123.1032,0.9166,-3.7569,-5.5854
5,61.309,34.0427,38.2017,72.9618,60.6881,122.3207,12.8481,-7.3483,-3.3606
5,53.4867,49.4236,50.4185,66.3703,62.0228,121.5342,-8.1175,15.7498,12.6005
5,53.0473,48.4568,51.561,66.04,61.6493,121.6505,-0.9442,-1.2756,1.3567
5,64.7367,38.5251,41.8931,72.9311,60.8053,121.6115,11.9981,-10.2965,-9.9652
5,52.0805,48.0173,51.1216,65.9036,61.5998,121.7009,-12.8776,9.9134,9.6124
5,50.6742,46.6989,47.4302,66.2622,62.0822,122.2094,-1.599,-1.569,-3.7537
5,51.5531,50.4782,49.5396,65.8354,62.5192,121.6429,1.5898,3.9574,2.562
5,65.5277,52.2361,39.0806,72.4821,64.9955,120.7054,14.4611,2.1009,-10.811
5,53.9262,53.9939,50.0669,66.1457,63.2732,121.196,-11.8758,2.1723,11.52
5,58.2328,58.3005,54.022,66.2877,63.3983,120.1665,4.6957,4.6385,4.2626
5,62.7152,62.1677,58.1528,66.5017,63.2001,119.352,4.7431,4.2221,4.4712
5,58.6723,58.3005,57.3618,65.6578,62.4703,120.3388,-3.6105,-3.6048,-1.8035
5,57.5297,55.2243,54.813,66.1073,62.353,120.7466,-0.9045,-3.2466,-2.7604
5,60.4301,59.2673,56.8345,66.2944,62.7569,119.8113,3.5317,4.4586,2.7123
5,56.7387,57.9489,55.4282,65.5481,62.7614,120.6564,-3.6612,-1.2935,-2.1093
5,59.5512,61.4646,58.0649,65.5724,63.1309,119.6741,3.395,4.6109,3.13
5,61.2211,64.9802,61.0532,65.0879,63.3093,119.1297,1.9072,3.9184,3.2868
5,58.9359,61.0251,59.4712,65.0202,62.5909,120.0588,-2.7503,-4.3387,-2.6783
5,57.4418,62.2556,62.1958,63.8397,62.3554,119.5576,0.1977,1.3122,2.8758
5,59.6391,66.3864,64.481,63.6881,62.894,118.9704,2.5495,4.2061,2.4185
5,60.0785,64.0134,61.4927,64.6178,62.8921,119.647,-1.1202,-2.7065,-3.4461
5,60.3422,62.3435,61.7563,64.8132,62.311,119.7506,0.4305,-1.9057,0.5952
5,60.1664,60.322,59.3833,65.4811,62.4379,120.0176,0.0577,-1.8026,-2.5591
5,59.9027,58.2126,59.647,65.5828,61.8479,120.1503,-0.6615,-2.1088,0.6829
5,56.2113,53.6423,55.8677,65.6089,61.7456,120.8379,-3.8286,-4.7836,-3.4925
5,60.3422,57.1579,59.9985,65.8852,61.479,119.7166,4.5328,4.0901,4.7051
