traj,encoder1,encoder2,encoder3,X,Y,Z,angle1,angle2,angle3
5,62.3637,55.488,62.02,66.2582,60.359,119.8989,0.6372,-1.5003,1.1797
5,57.5297,51.0056,57.2739,66.118,60.6319,120.7865,-4.5982,-4.2803,-4.6282
5,59.0238,53.9939,57.4497,66.2059,61.3127,120.398,1.8993,3.4031,0.8501
5,58.7602,54.4333,55.7798,66.4027,61.7748,120.45,0.2379,0.6854,-1.9679
5,55.3324,50.3903,53.4946,66.148,61.5271,121.2441,-3.6678,-4.2028,-2.3785
5,58.057,54.5212,55.7798,66.2004,61.8724,120.4989,3.38,4.5659,2.8302
5,61.9242,59.0036,59.2954,66.3258,62.0251,119.522,4.1833,4.7989,3.9861
5,63.3305,61.6403,62.8989,65.8537,61.7754,119.0268,1.692,2.7766,3.9391
5,65.5277,64.7165,63.6899,66.0867,62.3676,118.6024,2.5259,3.5471,1.2343
5,64.4731,63.9255,61.3169,66.1972,62.7459,119.3536,-2.4527,-0.9402,-3.3798
5,62.6273,64.8923,63.1626,65.1762,62.6729,118.8894,-0.3259,0.5808,2.4005
5,62.891,66.4743,65.5356,64.6634,62.5451,118.6595,-0.3414,1.4284,2.3263
5,50.5863,70.781,61.1411,60.604,65.4822,119.5142,-12.5753,4.7076,-4.3164
6,30.7811,30.868,30.9375,64.9401,62.6322,125.4893,31.4433,31.4433,31.4433
6,34.9119,32.3622,38.7598,64.598,61.0334,124.5486,4.479,1.6912,8.0853
6,15.7518,32.0106,40.4297,58.615,61.2078,125.6911,-19.5552,-0.8048,1.9419
6,16.8943,20.7606,52.4707,57.8051,55.0458,125.0157,1.5725,-11.6423,12.4344
6,41.2401,6.6102,44.4727,68.2152,52.5202,124.6835,24.6819,-14.611,-8.8288
6,41.8553,40.0966,42.2754,65.3019,61.8445,123.4321,0.2714,33.7736,-3.1322
6,42.0311,40.0087,40.4297,65.6562,62.3099,123.5208,0.3994,0.3404,-2.2024
6,42.9979,41.0634,42.8906,65.408,62.0255,123.2327,1.2124,1.3901,2.6751
6,51.699,35.9657,47.8125,67.7004,59.1513,122.5961,9.1688,-5.4738,5.1033
6,43.4373,45.9852,38.0566,65.8575,64.4121,123.1597,-8.5038,10.4764,-9.8781
6,23.574,56.3563,41.9238,57.5634,67.3821,123.2834,-20.1867,10.8638,4.4476
6,38.867,41.8544,43.0664,63.9097,62.3198,123.4969,15.4425,-14.9302,1.4048
6,42.2947,45.8973,45.2637,64.0581,62.6499,122.9129,3.9944,4.391,2.6027
6,25.9471,35.702,57.832,57.6769,57.4113,123.4863,-16.625,-10.4149,12.7828
6,46.074,46.7762,49.3066,64.4473,61.8428,122.2632,20.5161,11.3652,-8.8202
6,46.4256,44.0516,47.4609,65.2878,61.6165,122.6053,-0.2099,-2.8038,-2.147
6,42.2947,40.0966,42.4512,65.346,62.0868,123.3847,-4.2157,-4.2852,-5.0445
6,39.3065,13.8173,47.9004,66.1397,53.6176,124.4257,-3.456,-26.6685,6.0979
6,40.3611,41.1512,42.8027,64.6043,62.1214,123.4125,1.6339,27.7595,-5.1807
6,51.2596,21.0243,46.3184,69.5786,55.4427,123.2342,11.2691,-20.5429,3.6158
6,40.9764,39.8329,39.375,65.5697,62.528,123.6893,-10.6329,19.1203,-6.9122
6,39.8338,37.1083,33.5742,66.5481,63.1669,124.3007,-1.3077,-3.0043,-6.2885
6,37.9002,10.038,46.7578,66.3211,52.9981,124.7236,-2.3789,-27.5021,13.528
6,33.5057,31.9227,32.6074,65.4296,62.2696,125.0908,-4.669,22.2345,-14.4239
6,33.5057,31.0438,42.2754,63.6677,59.84,124.4642,0.3902,-1.2611,9.9224
6,38.9549,37.8993,40.5176,64.984,61.8746,123.9049,5.7662,7.2323,-2.277
6,39.0428,27.2645,38.7598,66.3988,59.5541,124.5762,-0.0289,-10.9947,-1.8638
6,37.1092,38.163,36.5625,65.0992,62.9399,124.2259,-2.2102,11.259,-2.567
6,24.3651,45.6337,39.6387,59.5477,64.7687,124.3462,-12.9863,7.6936,3.5454
6,40.6248,43.2606,40.6934,64.7585,63.1532,123.4496,16.5333,-2.7197,1.1222
6,42.2947,42.9091,40.957,65.3543,62.9648,123.3666,2.1983,-0.6267,0.2844
6,37.5486,39.5692,36.8262,65.1314,63.2435,124.1083,-4.983,-3.8445,-4.5044
6,41.0643,40.6239,39.2871,65.5525,62.789,123.621,3.6847,1.277,2.8894
6,48.8865,40.3602,40.2539,67.7863,62.2674,123.0221,8.4351,-0.6371,1.0936
6,45.1072,48.4462,44.7363,64.8903,63.3791,122.486,-4.014,8.4472,4.9149
6,38.5154,45.9852,47.8125,62.5734,62.2531,122.9874,-7.0291,-2.6213,3.5303
6,45.0193,37.4598,38.2324,67.2653,62.1652,123.6472,6.8143,-8.8269,-10.1119
6,33.5057,53.368,38.7598,61.6403,66.845,123.3133,-11.8429,16.3611,1.1065
6,44.0526,34.5594,46.2305,65.772,59.4118,123.3306,10.9118,-19.2614,7.6643
6,38.6912,29.9012,58.8867,62.04,55.057,122.933,-5.7219,-5.025,13.1309
6,54.951,37.1962,48.8672,68.5289,59.1301,122.161,16.5544,7.7192,-10.7091
6,49.0623,47.3036,48.6035,65.5699,62.0763,122.0625,-6.0927,10.5496,0.5482
6,44.8436,44.9305,45.1758,65.2432,62.3796,122.7972,-4.6231,-2.8628,-3.5714
6,49.0623,48.8856,49.6582,65.2177,62.1958,121.8622,4.4064,4.2527,4.9531
6,51.3475,53.1044,52.5586,64.9357,62.5016,121.2172,2.6003,4.5161,3.3734
6,47.4803,51.2587,50.1855,64.4185,62.7199,121.9327,-4.2902,-2.2979,-2.4435
6,44.5799,47.8309,45.5273,64.6638,63.0196,122.6287,-3.4777,-3.6237,-4.8293
6,47.3924,51.5223,49.9219,64.3028,62.8867,121.7701,3.1038,3.9591,4.6529
6,51.4354,54.7743,54.3164,64.4116,62.5468,120.9294,4.4959,3.6607,4.6953
6,55.4783,57.0594,56.0742,65.0763,62.6201,120.3202,4.2171,2.7215,2.0676
6,55.8299,53.7196,56.8652,65.3835,61.52,120.7117,-1.2498,-3.0952,-0.4771
7,31.6134,32.03,31.8208,65.0101,62.5509,125.3803,32.4533,32.4533,32.4533
7,18.8692,33.6999,26.9868,61.8152,64.716,126.3714,-13.3214,2.1714,-5.4621
7,20.627,40.2917,30.6782,60.98,65.5698,125.5064,2.1797,6.917,4.2104
7,39.6114,30.0085,12.4849,71.0956,66.236,125.7936,19.5243,-10.7194,-18.7401
7,19.1329,34.2273,35.2485,60.3717,62.8611,125.7732,-20.9263,4.648,23.0611
7,31.7892,36.3366,37.0063,63.576,62.5097,124.7492,13.1249,2.4321,1.5931
7,16.8477,32.5573,37.8853,59.4032,61.8781,125.8387,-15.1967,-4.1386,1.2899
7,15.9688,31.7663,27.2505,61.1622,64.1923,126.643,-1.1904,-0.532,-11.1215
7,37.3263,20.78,27.7778,68.6472,60.5451,125.8563,21.7865,-11.5832,-0.1678
7,32.4923,32.2058,31.4692,65.3941,62.6286,125.327,-5.1937,11.9061,4.3073
7,31.086,27.3718,37.5337,64.3503,60.0648,125.2749,-1.7148,-4.9504,6.3399
7,15.881,34.5788,30.063,60.3823,64.2496,126.2977,-15.6106,7.375,-7.8671
7,38.4688,17.3523,18.4614,70.9891,61.6695,126.3938,22.8881,-17.7964,-12.0771
7,28.1856,8.739,41.8403,64.4883,54.1845,126.0558,-10.4255,-9.1957,23.7189
7,26.6915,23.9441,26.811,65.3695,61.7252,126.4798,-1.5428,15.652,-15.4017
7,15.6173,18.407,44.6528,59.4007,56.3359,126.1279,-11.3715,-5.6683,18.2763
7,14.2989,42.8405,25.229,59.7834,67.7757,125.9665,-1.9863,24.7213,-19.5818
7,36.2716,31.0632,9.6724,70.3166,67.2373,126.1417,22.5478,-12.1707,-15.9705
7,37.9415,25.2624,32.2603,67.459,60.6578,125.3055,1.6974,-6.2969,22.923
7,34.2501,34.4909,32.6118,65.3757,62.858,125.0181,-4.2518,9.7191,1.164
7,31.3497,50.0476,28.6567,63.3147,68.3464,124.3221,-3.4834,16.2034,-4.4594
7,28.2735,36.864,49.6626,60.0592,59.6583,123.967,-3.2788,-13.6703,21.2196
7,42.9513,43.1921,45.5317,64.7248,61.8451,123.0442,15.1261,6.7764,-4.8721
7,46.1153,48.114,49.0474,64.5538,62.1122,122.2617,3.8153,4.9743,3.9475
7,50.6856,52.3327,53.2661,64.7482,62.0757,121.3205,4.7672,4.6767,4.6362
7,47.3458,56.7273,57.9243,62.0588,62.2953,120.921,-3.6126,4.7933,5.015
7,57.1017,55.4089,55.6392,65.9564,62.033,120.7097,9.9628,-1.1834,-3.0282
7,55.6954,56.7273,54.4966,65.6451,62.7103,120.6038,-0.7397,1.5599,-1.0371
7,59.1231,60.2429,59.2427,65.4696,62.4975,119.7214,3.7175,3.9569,4.8646
7,60.002,63.407,50.5415,67.0429,65.5007,120.0326,0.7856,3.1469,-9.0483
7,56.3985,56.9909,55.3755,65.6194,62.5912,120.7163,-3.6146,-6.6117,5.4357
7,59.8263,61.4734,59.2427,65.5358,62.6876,119.6039,3.7771,4.7702,4.1707
7,56.2227,57.782,57.6606,65.0098,62.1878,120.5689,-3.5589,-4.1922,-2.3522
7,60.002,62.0886,61.0884,65.1905,62.3992,119.4259,4.2702,4.5995,3.4439
7,64.5724,66.2195,65.3071,65.3866,62.3108,118.5386,4.4627,4.4038,4.625
7,61.672,66.2195,65.4829,64.3629,62.2085,119.2117,-3.1008,-0.5298,-1.2864
7,60.7931,62.7038,63.1978,64.8736,61.9042,119.6246,-0.9786,-3.3783,-2.3211
7,56.3106,59.0124,60.2095,64.4882,61.8583,120.338,-4.6318,-3.9206,-3.1604
7,57.8048,60.7702,58.8911,64.9843,62.6865,119.876,1.7606,2.0141,-0.4794
7,61.0567,62.1765,61.2642,65.4397,62.3271,119.36,3.5888,1.2494,2.7821
7,62.0235,62.1765,59.77,66.0759,62.6524,119.3943,1.1696,0.2456,-1.6124
7,64.3087,64.8132,64.0767,65.7497,62.206,118.7405,2.7828,2.7518,4.4702
7,66.5938,63.0554,65.1314,66.4807,61.2949,118.9711,0.6946,-2.075,-0.6382
7,70.5489,67.4499,69.0864,66.6167,61.3593,117.7458,4.3238,4.659,4.0949
7,73.3614,67.0984,71.2837,67.2211,60.4959,117.7703,2.0389,-0.6735,0.9543
7,70.2853,63.2312,66.8013,67.4229,60.7459,118.5842,-3.4129,-3.8314,-4.7233
7,65.9786,59.7155,63.3735,67.0026,60.8416,119.3518,-4.6754,-3.813,-3.5541
7,64.2208,61.3855,61.7915,66.6046,61.804,119.1268,-0.3978,1.9653,-0.5408
7,61.9356,59.1882,62.4067,65.7944,61.1361,119.7291,-2.8034,-2.7676,-0.6302
7,60.7052,56.112,60.561,66.0959,60.8317,120.0561,-1.1714,-3.474,-1.3598
7,62.0235,57.0788,64.0767,65.7744,60.2125,119.3785,1.802,1.5123,3.752
8,32.5881,32.7595,32.8825,64.887,62.483,125.1348,33.4589,33.4589,33.4589
8,32.8517,46.5583,26.7302,64.6544,67.7606,124.5024,0.1461,14.2461,-6.7333
8,46.5627,25.8161,34.3767,70.0119,59.706,124.2182,14.0367,-21.1562,7.8765
8,51.7482,37.6813,16.7106,73.6693,66.83,123.8525,5.5874,12.3131,-18.1447
8,44.8928,43.9216,42.4626,65.9109,62.6887,122.9704,-7.241,6.67,25.9414
8,48.5842,48.3161,47.1208,65.6823,62.6166,122.0868,4.1913,4.6604,4.9421
8,49.9025,47.2614,47.6481,66.117,62.0953,122.1226,1.4934,-1.3748,0.1589
8,50.1662,48.2282,50.3728,65.5405,61.6865,121.7726,0.8072,1.2266,3.3075
8,48.9357,48.8434,48.2634,65.4827,62.3681,121.9777,-1.5017,0.5783,-2.0963
8,51.6603,52.9743,52.4821,65.0339,62.428,121.2131,3.1992,4.578,4.2977
8,50.1662,53.4138,52.57,64.433,62.6346,121.291,-2.0442,0.7332,-0.114
8,46.5627,48.7556,49.2302,64.4819,62.1911,122.1711,-4.0234,-4.8237,-3.5362
8,47.9689,48.7556,51.5153,64.5412,61.5474,121.8531,1.786,-0.0147,2.6608
8,48.8478,51.6559,54.5915,63.8482,61.6211,121.3199,1.4113,3.3538,3.439
8,51.924,56.2263,58.5466,63.56,61.8165,120.4952,3.5582,4.7467,4.1602
8,49.0236,52.447,54.1521,63.8861,61.8688,121.4798,-3.3557,-4.0938,-4.6708
8,48.9357,53.7653,52.8337,63.9584,62.6656,121.387,0.6431,1.6222,-1.1774
8,45.4201,49.2829,48.8786,64.1028,62.4888,122.257,-3.9308,-4.9005,-4.0067
8,49.551,53.6774,52.9216,64.0936,62.6016,121.2844,4.5795,4.8354,4.2794
8,45.4201,50.3376,50.2849,63.6875,62.4148,122.0776,-4.3969,-3.6252,-2.4911
8,48.8478,51.6559,53.2731,64.0721,61.9638,121.4168,3.7869,1.7613,3.5367
8,50.1662,53.7653,56.613,63.5993,61.6713,120.9715,1.4204,2.5687,3.7502
8,54.5607,56.9294,60.0407,63.981,61.5344,120.1317,4.7799,3.3514,3.8811
8,50.2541,52.5349,56.0856,63.9233,61.3607,121.2272,-4.3806,-4.8083,-3.8757
8,50.1662,51.8317,53.361,64.4642,61.8439,121.4545,-0.131,-1.182,-2.8115
8,51.3088,50.9528,53.2731,64.9941,61.6243,121.3814,1.659,-0.9953,-0.5825
8,58.6916,52.447,43.1657,69.3356,64.2782,121.1953,7.7577,1.5786,-10.359
8,56.5822,54.4684,54.8552,66.1225,62.0798,120.5594,-2.6733,2.3977,11.8692
8,57.7248,55.9626,58.1071,65.64,61.5422,120.1356,1.3921,1.847,3.7147
8,57.9885,55.9626,56.1735,66.1469,62.1162,120.2307,0.5465,0.2978,-2.0163
8,66.2502,54.5563,55.9099,69.3116,61.3042,119.7695,8.5118,-1.5503,-1.2315
8,60.4494,54.5563,49.406,68.495,63.2068,120.7477,-6.0631,0.3277,-6.9252
8,59.131,57.1931,59.7771,65.6648,61.53,119.7977,-0.9725,3.0248,10.7061
8,58.6037,61.4997,56.0856,65.7232,63.6187,119.8373,-0.7668,4.1428,-4.2631
8,60.9767,49.2829,54.3278,68.3506,60.4415,120.6102,2.7324,-12.6107,-1.9319
8,53.2424,50.8649,53.6247,65.6521,61.4617,121.202,-8.1886,2.0456,-0.6477
8,55.176,54.6442,55.7341,65.4342,61.8811,120.616,2.1028,4.2006,2.6847
8,56.5822,57.0173,56.613,65.4504,62.3048,120.2408,1.8167,2.8143,1.0568
8,49.8146,60.7087,66.8083,60.5112,60.9862,119.7411,-7.1317,3.827,10.494
8,51.3967,61.9391,54.2399,63.4524,64.5547,120.5192,1.9186,1.679,-12.9564
8,54.3849,56.8415,60.4802,63.9259,61.1545,120.3837,3.2478,-5.4754,6.7921
8,43.4865,54.9958,59.4255,60.6951,61.4137,121.2558,-11.2514,-1.7464,-0.8181
8,48.4963,48.404,53.8884,64.2244,60.8583,121.6326,5.3994,-6.8898,-5.8673
8,49.3752,51.2165,57.1403,63.5623,60.8188,121.16,1.3047,3.1003,3.4787
8,51.0451,50.8649,57.404,64.0672,60.5114,121.1216,2.1417,-0.5809,0.1007
8,50.5178,47.7009,55.031,64.6926,60.2949,121.539,-0.9239,-3.3428,-2.6341
8,54.2971,51.7438,59.2497,64.7036,60.1889,120.5964,4.3886,4.4303,4.7806
8,54.7365,51.0407,56.8767,65.4693,60.5175,120.8741,-0.2609,-1.1661,-2.902
8,58.0764,53.3259,58.1071,66.0532,60.8107,120.313,3.6972,2.8221,1.4418
8,60.0978,57.1052,61.5349,65.6533,60.8545,119.579,2.5987,4.3528,3.7941
8,61.8557,56.3141,63.4685,66.0981,59.8264,119.6172,1.3295,-1.1773,1.1579
9,34.6456,34.9348,35.1018,65.0006,62.4911,124.7783,35.4577,35.4577,35.4577
9,27.7022,26.9367,35.1018,63.7766,60.6685,125.7465,-7.3657,-8.3708,0.2941
9,32.9757,34.3195,35.3654,64.5196,62.3689,124.9266,5.6346,7.7077,0.0668
9,36.9308,28.5187,45.2971,64.4535,58.2196,124.2862,4.5114,-6.3176,9.9985
9,39.0401,22.8937,35.1018,67.5876,59.2428,125.1777,2.455,-6.0496,-10.6689
9,26.9112,45.3937,22.9729,63.3775,68.6458,125.2689,-12.3718,22.8474,-12.538
9,42.38,27.0246,32.9924,68.3873,60.7512,124.8461,16.0281,-18.7555,10.2838
9,35.6124,37.8351,34.7502,64.9986,63.1913,124.5444,-7.2621,11.1676,2.4552
9,21.1983,56.7316,25.1701,59.9385,71.5902,124.4171,-14.7498,19.2097,-9.8831
9,39.3038,41.7023,37.5627,64.9913,63.457,123.9146,18.5399,-15.4404,12.8125
9,38.2491,41.7023,30.4436,66.1394,65.1569,124.3944,-1.1554,-0.1675,-7.7011
9,40.6222,42.6691,40.1115,65.0053,63.077,123.569,2.7766,1.2849,9.9713
9,33.2393,42.6691,40.2873,62.7827,63.4101,124.0131,-7.8398,-0.004,0.5835
9,35.7882,37.923,39.5842,64.1754,62.2639,124.2761,2.3712,-5.1128,-1.2783
9,15.3097,41.175,40.0236,57.5185,63.7241,125.1102,-20.7711,3.7427,1.0475
9,37.4581,41.175,40.1115,64.1283,62.8402,123.8581,22.4502,-0.4441,0.105
9,39.0401,38.0988,48.0217,63.5072,60.0434,123.477,2.1937,-3.533,8.1796
9,45.8956,42.0539,27.5432,69.1154,65.7128,123.8676,7.3954,4.2763,-20.8082
9,35.0851,39.1535,35.0139,64.6275,63.6031,124.5552,-11.3755,-3.1219,7.8637
9,39.8311,43.4601,36.1564,65.3948,64.3088,123.8301,5.2154,4.7913,1.3502
9,38.5128,42.757,41.1662,64.1569,62.9706,123.7241,-1.8646,-1.1805,5.1841
9,41.589,47.591,45.0334,63.7627,63.1799,122.848,3.7469,4.9106,4.3962
9,40.7979,50.5793,47.1428,62.678,63.5999,122.5842,-1.3119,3.2267,2.5199
9,49.8507,35.4621,42.3088,68.3408,60.3087,123.1733,9.5221,-15.4783,-5.243
9,48.796,30.2765,54.7893,66.0865,55.7278,122.6069,-1.6313,-5.5332,12.9784
9,46.6866,45.218,44.1545,65.9223,62.5687,122.7287,-2.1639,15.5138,-10.8911
9,42.8194,42.9328,40.0236,65.8779,62.9465,123.3709,-4.3766,-2.8602,-4.2652
9,53.9815,25.6183,18.4025,74.8961,63.336,124.4145,11.2975,-17.7803,-22.1356
9,36.4913,38.8898,32.7287,65.281,64.0371,124.4575,-17.818,13.9294,15.3498
9,40.1827,37.3957,35.3654,66.0703,62.8164,124.1847,4.2194,-1.9691,3.2409
9,34.3819,37.3957,34.8381,64.5359,63.1572,124.6326,-6.1217,0.1007,-0.7989
9,43.171,26.4094,38.8811,67.4027,59.0562,124.4335,9.1495,-11.5649,4.1641
9,38.9522,39.7687,34.3107,65.6415,63.7127,124.1821,-4.3206,13.8282,-4.6203
9,39.2159,34.4074,36.0686,66.014,61.9513,124.3902,0.412,-5.626,2.1718
9,37.1065,41.966,35.4533,64.6706,64.1175,124.0524,-2.3709,7.811,-0.7623
9,33.5909,37.923,30.7072,64.8978,64.2377,124.8859,-3.9101,-4.4385,-5.1036
9,35.8761,41.7902,35.0139,64.3743,64.326,124.2111,2.763,4.2557,4.4341
9,23.3956,44.6906,29.4768,61.2911,66.9056,125.1575,-12.8986,3.2151,-6.0227
9,30.0753,33.2648,30.092,64.7052,63.4034,125.5035,7.0696,-11.8984,1.19
9,26.7354,27.1125,28.1584,64.7197,62.4369,126.2049,-3.9256,-6.5652,-2.1891
9,44.4893,22.3664,18.1389,72.3004,62.7886,125.5897,18.1845,-5.3631,-10.3011
9,40.9737,30.9797,33.2561,67.5842,61.7907,124.6725,-4.069,9.1002,15.4114
9,29.7237,45.5695,18.3147,65.0205,69.6707,125.2568,-11.628,14.9391,-15.2773
9,33.3272,28.8703,38.8811,64.5023,60.0978,124.968,3.9166,-17.1444,20.9903
9,35.0851,36.9562,31.2346,65.5812,63.9324,124.8321,2.1413,8.4715,-8.0394
9,31.3936,50.2277,25.3459,63.7804,69.2898,124.4579,-4.1352,13.5534,-6.4554
9,28.5811,35.4621,36.508,62.7887,62.5447,125.0503,-3.2076,-15.0026,11.5415
9,35.6124,37.923,32.2893,65.3694,63.8867,124.6898,7.4159,2.7093,-4.6266
9,39.8311,42.4933,35.6291,65.5868,64.1473,123.8795,4.8047,4.6958,3.6932
9,40.4464,41.8781,37.299,65.6117,63.5413,123.8326,1.1019,-0.829,2.0054
9,37.1065,38.1867,35.2775,65.3563,63.1532,124.3998,-3.7692,-4.1096,-2.1077
10,36.6838,37.0142,36.9167,65.1427,62.644,124.3828,37.441,37.441,37.441
10,41.4299,43.6939,38.6745,65.5641,63.8437,123.4938,5.0826,7.1037,1.9159
10,39.9357,43.1666,41.9265,64.5105,62.8583,123.5218,-1.8096,-0.9722,3.4139
10,30.6193,54.7681,22.7663,63.5651,71.3381,124.2321,-9.5559,12.0336,-19.3631
10,36.2443,36.8384,34.6315,65.5783,63.1862,124.6036,6.0953,-18.244,12.043
10,22.4455,44.6607,36.653,59.9097,65.3728,124.7713,-14.2723,8.1696,2.5205
10,39.5842,28.0494,34.1921,67.513,60.8947,124.8468,17.5859,-17.0502,-3.2633
10,39.6721,37.0142,37.7956,66.0009,62.3278,124.1084,-0.165,9.3265,3.987
10,42.6603,41.3209,21.6237,69.3848,67.1946,124.3983,3.1425,4.7223,-16.6186
10,41.6935,41.8482,40.3444,65.6041,62.9208,123.5027,-1.3728,0.833,19.178
10,41.2541,39.563,46.8483,64.4719,60.6806,123.282,-0.939,-2.8535,7.0196
10,42.924,42.4634,40.696,65.8607,62.88,123.336,2.0307,3.3655,-6.4799
10,47.2307,46.3306,42.8933,66.2766,63.2682,122.6036,4.6266,4.2181,2.4582
10,42.7482,42.9029,43.7722,65.1721,62.2797,123.182,-4.5779,-3.9597,1.1393
10,48.549,43.606,41.6628,67.2841,62.7571,122.7785,6.234,1.0701,-2.7155
10,40.4631,42.9908,37.2683,65.7837,63.8692,123.7872,-8.2752,-0.8265,-4.8206
10,40.9025,42.9908,41.487,65.0681,62.9097,123.4651,0.5047,0.343,4.5623
10,45.8244,47.1216,31.4675,67.9083,66.4045,123.3125,5.4726,4.4645,-10.4097
10,45.7365,45.8912,42.8054,66.0259,63.2185,122.8391,-0.6665,-1.3459,11.7791
10,48.2853,48.3521,36.9167,67.6851,65.2991,122.7565,3.0287,2.7102,-6.1901
10,51.2736,32.9713,36.8288,70.274,61.0973,123.4554,3.2482,-15.8313,-0.6435
10,46.0002,46.5943,14.8562,71.0038,70.1866,123.9736,-5.7712,14.0679,-22.3221
10,35.6291,42.815,39.114,63.8016,63.7464,123.9677,-10.8611,-4.0408,24.3215
10,36.1564,37.7173,36.9167,65.0055,62.873,124.408,0.7678,-5.4439,-2.5759
10,28.3342,41.1451,42.278,61.0294,62.7765,124.3108,-8.169,3.7903,5.6345
10,46.7912,40.7935,29.0065,69.4127,65.0752,123.77,18.9076,-0.6551,-13.8567
10,53.2951,38.772,38.1472,70.0614,62.1945,122.9016,6.957,-2.4755,9.495
10,41.5178,38.772,41.3112,65.8065,61.8497,123.7058,-12.1289,0.0071,3.7282
10,43.0998,39.6509,30.0612,68.1793,64.6241,124.1148,2.0586,1.3626,-11.4141
10,30.7951,55.2076,27.6882,62.7833,70.2958,123.9202,-12.7398,15.8346,-2.8472
10,43.1877,45.7154,46.0573,64.5168,62.4488,122.8448,12.7495,-9.9965,18.8677
10,39.9357,41.7603,41.3112,64.879,62.6345,123.5971,-3.5687,-4.251,-4.9041
10,46.3517,44.8365,41.2233,66.4715,63.2744,122.9004,6.8641,3.5246,-0.6041
10,58.217,30.5103,43.1569,71.5615,58.5487,122.5473,12.441,-14.738,2.0997
10,43.3635,40.7935,45.0026,65.3662,61.4622,123.1823,-15.1949,10.6432,2.6122
10,40.7267,38.2447,40.9597,65.5509,61.8798,123.8445,-2.8751,-3.0165,-4.6539
10,43.0998,42.1119,42.5417,65.6326,62.4028,123.2549,3.0486,4.1101,1.8261
10,47.4943,45.9791,45.6179,65.8869,62.4873,122.4856,4.7791,4.314,3.491
10,47.1428,48.2642,46.8483,65.5354,62.6247,122.3225,-0.1626,2.5922,1.4634
10,34.926,61.8873,38.323,61.2746,69.3771,122.5318,-12.642,13.9613,-9.0997
10,48.9006,49.5826,49.6608,65.2048,62.4418,121.9586,14.4602,-12.6754,11.7151
10,53.2072,53.6255,52.9128,65.5218,62.5017,121.1271,4.6923,4.3942,3.5621
10,51.5373,49.8463,50.1882,65.9571,62.2831,121.7369,-1.7155,-3.8695,-3.2814
10,56.0197,53.5377,54.1433,66.2414,62.096,120.841,4.8289,4.0559,4.4223
10,56.0197,53.5377,55.7253,65.9525,61.738,120.7247,-0.3418,-0.4521,2.0642
10,57.5139,53.9771,54.8464,66.5761,62.0049,120.6337,1.8011,0.8159,-0.9745
10,55.4924,53.9771,53.7917,66.1974,62.3411,120.8446,-2.3457,0.3398,-1.4657
10,51.6252,50.6373,49.3093,66.079,62.7045,121.7676,-4.5608,-3.5092,-4.5598
10,56.0197,53.5377,52.737,66.4802,62.4055,120.9195,4.7687,3.3904,3.7822
10,62.2599,54.065,40.3444,71.1054,65.315,120.8998,6.6413,0.9325,-12.8095
10,54.965,51.0767,53.1765,66.3244,61.7481,121.2534,-7.7112,-3.4498,13.4067
11,38.4495,38.8793,38.8714,64.9923,62.5662,123.8545,39.4099,39.4099,39.4099
11,53.1273,35.891,33.3343,71.2346,62.548,123.0978,15.045,-3.5359,-6.2382
11,35.3734,45.2074,45.4632,62.1067,62.7989,123.2287,-18.062,9.7773,12.5398
11,50.3148,36.5063,30.8733,70.7056,63.4125,123.4695,15.2742,-9.1004,-15.0042
11,32.3851,47.3168,30.7854,63.6479,67.1642,124.1783,-18.2204,11.0928,0.7273
11,36.7796,41.0766,39.9261,64.1402,62.973,123.7428,4.771,-6.5756,9.3837
11,37.1312,40.9887,37.9925,64.6076,63.3914,123.8428,0.7055,-0.4198,-2.1782
11,33.0882,35.1,43.178,63.0372,60.7089,124.12,-4.5054,-6.1943,5.763
11,38.0101,42.2191,39.3987,64.4717,63.353,123.6197,5.3732,7.3941,-4.0256
11,39.68,45.559,43.0901,63.9713,63.3216,123.0328,2.0843,3.8374,3.9525
11,43.3714,47.932,47.1331,64.0528,62.8704,122.3695,4.1531,2.8686,4.5075
11,38.889,44.8559,42.5628,63.8679,63.2798,123.2536,-4.3699,-3.2454,-4.6628
11,42.1409,48.1078,46.9573,63.6949,63.0262,122.4441,3.6589,3.6532,4.9224
11,38.889,43.6254,43.5296,63.8663,62.7398,123.2526,-3.6366,-4.9089,-3.5722
11,28.43,47.5805,42.387,60.1986,64.4617,123.6628,-10.932,4.3163,-1.1305
11,34.7581,38.0883,38.2561,64.1759,62.6885,124.2073,6.7503,-9.9285,-4.3989
11,16.6526,34.2211,40.805,58.5692,61.6808,125.2892,-18.4553,-4.2392,3.134
11,23.596,13.5668,40.2776,62.9896,56.1173,126.0179,7.2993,-21.0442,-0.4963
11,32.1214,33.518,34.1253,64.6713,62.4486,124.9237,8.9385,20.2833,-6.706
11,36.6917,37.5609,38.6077,64.4987,62.3947,124.0915,4.8761,4.3867,4.9916
11,41.3499,23.3227,52.1429,65.1693,54.9317,123.3687,5.0658,-14.6713,13.8362
11,34.3187,25.7836,48.012,63.4436,56.9844,124.2037,-7.5258,2.7682,-4.5812
11,34.9339,39.934,40.1897,63.662,62.6465,123.9079,1.0167,14.4541,-7.9992
11,29.1331,31.057,56.9769,59.5011,56.1365,123.5322,-6.2994,-9.2232,17.0381
11,32.8245,50.6566,48.2757,60.1718,63.6804,122.7098,4.1557,19.8547,-9.0843
11,50.6663,40.9008,45.3753,67.4422,61.1105,122.4194,18.381,-10.232,-3.7851
