traj,encoder1,encoder2,encoder3,X,Y,Z,angle1,angle2,angle3
5,58.9535,48.0762,37.0978,66.0813,56.5463,120.4029,5.2949,2.1187,2.9177
5,57.5473,49.2187,33.4063,64.8696,56.7554,121.04,-1.5804,1.2205,-4.0977
5,58.602,46.6699,35.5157,63.4005,56.6895,121.4142,0.7167,-2.8854,2.4823
5,57.1078,49.3066,33.3185,64.9774,56.5006,120.994,-1.3145,2.8629,-2.2252
5,53.4164,44.7363,32.3517,65.8247,55.994,120.126,-3.3388,-4.936,-1.1042
5,50.6918,45.0879,34.1095,65.1237,54.6389,120.6772,-2.9984,0.591,2.2344
5,51.0434,41.3965,34.5489,65.5346,53.6841,121.101,0.1969,-4.0744,0.7378
5,47.7035,36.0352,31.4728,66.1392,52.4226,120.7263,-3.5323,-5.7315,-3.2982
5,48.8461,33.2227,32.879,67.3158,52.0797,119.9863,1.4683,-3.1396,1.7164
5,51.0434,31.2891,34.461,67.6343,52.6361,121.0874,2.5738,-2.3112,1.997
5,49.5492,31.2891,37.8009,66.9734,51.6661,120.3289,-1.9574,0.0744,3.3581
5,48.0551,30.7617,40.7013,68.3653,51.8676,119.8964,-1.9414,-0.9197,3.1423
5,50.2523,33.9258,45.9747,67.3822,52.0614,119.3804,2.3756,3.4612,5.604
5,49.3734,36.7383,44.3927,66.5291,52.5498,119.5086,-1.2355,3.2984,-1.6457
6,43.4417,44.2354,44.0156,63.7372,60.5667,122.3845,44.4119,44.4119,44.4119
6,48.0999,48.4541,46.916,64.9043,59.6538,122.2731,5.2364,4.6353,3.1248
6,45.9905,43.4443,43.2246,64.9958,60.8579,122.7486,-2.5404,-5.4283,-4.093
6,49.6819,42.4775,43.6641,65.9334,61.6135,121.966,4.0266,-1.0596,0.9086
6,49.2425,46.6084,44.0156,65.8083,61.2363,121.0011,-0.2511,4.5729,0.848
6,49.8577,42.8291,40.6758,65.6765,62.2572,120.6251,0.0745,-4.0615,-3.7167
6,52.4066,45.9053,45.7734,65.8623,62.8949,121.677,2.9382,3.402,5.7131
6,57.1526,49.9482,49.8164,67.2997,63.6421,120.9065,5.0463,4.2431,4.5018
6,60.8441,48.4541,50.8711,67.9073,63.2002,121.8463,3.4907,-1.3794,-0.6845
6,61.3714,44.5869,50.8711,67.1853,64.4218,122.0179,0.9464,-4.096,-0.1301
6,59.0862,41.4229,51.3105,68.2841,63.7479,121.9183,-2.9488,-3.6053,0.9837
6,58.9105,37.2041,48.3223,67.2544,64.85,121.9786,-0.0819,-4.6675,-3.1772
6,60.7562,38.6104,53.2441,66.6606,64.5105,122.9764,2.1613,1.8365,5.4085
6,60.053,39.7529,49.5527,66.8551,65.8273,122.548,-1.078,1.5972,-3.6664
6,55.4827,39.2256,49.9922,66.0478,65.8924,121.8295,-4.6346,-0.8843,-0.3152
6,54.8675,43.7959,50.959,66.1691,66.0735,121.0229,0.0955,4.9075,1.3829
6,54.2523,45.3779,54.5625,66.8266,65.4344,120.209,-0.9835,1.7838,4.0314
6,56.3616,48.2783,53.1562,68.3716,65.3702,120.5702,2.4595,3.1763,-1.6132
6,57.5042,49.333,50.0801,69.4619,65.3693,120.8137,1.2766,1.2308,-3.3997
6,53.3734,45.7295,44.8066,68.6644,66.0551,121.5565,-4.0853,-4.1135,-5.3858
6,52.2308,48.9814,47.4434,68.362,65.9964,120.4348,-1.0977,3.2654,3.2071
6,52.1429,52.4092,51.4863,68.2773,64.7094,119.9744,0.091,3.5987,4.2379
6,56.098,52.4092,51.4863,69.7744,64.5994,120.3041,4.2968,-0.4247,0.3274
6,59.4378,52.4092,54.9141,71.0559,64.626,120.4497,3.7117,-0.1649,3.7752
6,60.3167,47.5752,52.3652,70.2867,63.7335,120.7597,-0.6611,-5.0626,-2.7413
6,62.1624,48.2783,57.0234,68.7474,63.8959,120.3923,2.094,0.9938,5.1302
6,61.3714,50.8271,54.9141,68.0339,64.4139,119.7553,-0.8665,2.9456,-2.2973
6,62.4261,46.6084,53.5957,69.1544,63.6025,119.6119,0.1549,-4.7144,-1.9389
6,58.2073,42.5654,52.1016,68.488,63.4361,120.4961,-4.5561,-4.364,-1.3012
6,53.5491,39.665,50.6074,67.862,62.4199,120.3215,-5.1396,-3.3495,-1.4061
6,53.0218,41.2471,54.5625,69.0743,62.52,120.5487,-0.4202,1.6493,4.4115
6,54.1644,37.8193,54.8262,69.7367,63.2818,120.9733,1.6068,-3.6773,0.1855
6,58.2073,42.6533,58.6934,70.478,63.2825,119.8015,4.5233,5.3042,4.0561
6,57.68,44.6748,55.793,70.0125,63.7833,120.9932,-0.6908,2.2791,-3.0611
6,58.471,44.7627,60.0117,69.4608,62.4927,120.8758,1.0225,-0.1159,4.5224
6,55.1312,45.8174,60.2754,69.943,62.342,121.5777,-3.6193,1.2464,0.6563
6,55.3069,43.3564,55.8809,69.0045,63.1979,121.8601,-0.4062,-2.918,-4.6886
6,50.3851,40.8955,54.123,70.1083,62.891,121.0155,-5.3446,-2.8177,-1.5402
6,52.1429,37.9951,53.2441,70.1543,64.1766,121.3035,2.0964,-3.2707,-1.1095
6,56.7132,42.6533,56.4961,70.4388,62.8551,121.3961,5.0142,4.9848,3.5614
6,56.2737,46.2568,59.3086,69.9777,64.2469,121.3637,-0.6066,3.939,3.1168
6,58.8226,46.2568,63.5273,69.4193,63.2936,122.1646,2.9557,0.0223,4.3154
6,57.8558,41.4229,63.791,68.0509,63.1322,122.2685,-1.3107,-5.1938,-0.5979
6,61.9866,43.0049,63.1758,68.4811,61.9392,122.5115,4.302,1.8746,-0.5535
6,66.5569,46.3447,67.3066,68.5124,61.3498,123.2795,4.981,3.7729,4.347
6,67.0843,49.9482,71.6133,68.9668,60.1872,123.2109,0.8258,3.7621,4.5652
6,63.2171,45.0264,69.6797,69.6744,59.1368,122.991,-4.2808,-5.19,-2.0008
6,67.348,45.4658,68.8008,68.5456,58.3714,122.9456,4.5184,0.6471,0.046
6,70.4241,44.6748,68.625,67.4917,57.5017,122.9329,3.4981,-0.8217,-1.2057
6,73.2366,44.6748,72.5801,66.872,56.9604,122.0676,3.1764,0.1067,4.1256
6,72.4456,39.5771,70.2949,66.7015,57.9031,122.2528,-0.6681,-5.4162,-2.0245
7,44.0323,44.289,44.1861,63.6882,60.9816,122.3108,44.894,44.894,44.894
7,42.5382,41.1249,39.0885,64.3143,61.3062,121.4851,-1.8973,-3.6026,-5.4365
7,45.7901,40.0702,40.3189,64.8451,60.8441,122.4733,3.7219,-1.374,1.7764
7,50.2726,41.2128,40.0553,66.1327,60.2277,122.11,4.7566,1.5565,0.191
7,47.0206,39.6308,34.8697,65.4523,61.3607,121.7776,-3.4881,-1.8601,-5.4955
7,47.8116,36.4667,35.6607,66.812,61.1226,122.2801,1.1466,-3.5567,1.1455
7,51.3272,39.3671,35.0455,66.377,60.6219,121.4037,3.9165,3.2053,-0.4644
7,51.0636,40.5097,39.0885,66.8645,60.5671,120.3752,-0.9207,1.2913,4.2534
7,53.5245,38.664,37.6822,68.0888,59.5316,120.3681,2.5872,-2.2088,-1.8278
7,55.1065,37.9608,41.4615,68.822,58.5286,120.4401,1.9432,-0.8391,4.2104
7,54.755,42.0038,40.6705,68.1796,57.5745,120.8265,0.1743,4.2941,-0.6927
7,54.9308,37.7851,41.2857,69.2127,57.219,121.2151,-0.8176,-4.6715,0.2249
7,58.6222,37.6972,43.8346,68.7976,56.2727,120.4363,4.0971,-0.3257,2.9256
7,56.8643,36.9062,46.4713,69.0489,57.5085,120.788,-2.0045,-1.2858,2.9552
7,54.4034,34.9726,41.1979,67.4708,57.434,121.3571,-2.3528,-2.1903,-5.5518
7,58.6222,37.1698,45.7682,66.4142,58.5199,120.9997,4.5558,2.4907,4.9361
7,55.1065,31.8085,43.6588,65.2919,58.0547,120.6877,-3.936,-5.6747,-2.3832
7,59.0616,36.5546,44.9771,66.0749,59.1629,120.3678,4.2539,5.0065,1.5003
7,59.7647,41.3886,45.1529,66.8808,60.2797,120.4105,0.8284,4.9858,0.3006
7,59.8526,37.4335,46.1197,66.9347,60.7384,121.5601,-0.9035,-4.3163,0.9405
7,55.6339,32.4237,43.483,65.5623,61.0104,121.1041,-4.6022,-5.3325,-2.7354
7,54.2276,31.4569,38.649,64.3334,61.0627,120.6581,-1.1915,-1.3072,-5.1957
7,51.6788,29.6991,40.2311,65.7697,60.8387,120.2585,-2.7339,-2.0265,2.1568
7,54.4034,30.7538,44.8893,66.2995,59.8023,119.7257,3.1322,1.5015,5.2309
7,57.7433,35.1483,45.5045,67.7114,58.9817,120.3458,3.861,4.8313,0.7569
7,58.2706,32.248,41.8131,67.3798,57.9866,119.6107,0.4258,-3.336,-4.0762
7,57.8311,35.9394,41.0221,67.2559,59.2626,119.6439,-0.4325,4.0962,-0.9281
7,55.9854,37.5214,43.2193,68.3651,58.2673,120.0454,-2.206,1.9672,2.6883
7,53.5245,37.5214,45.1529,67.5593,57.7202,120.7941,-3.0195,0.4784,2.1722
7,53.4366,41.2128,48.0533,66.517,57.4898,121.4631,-0.2721,4.1661,3.3891
7,49.5694,35.9394,45.5924,65.3855,56.9411,121.0057,-4.1206,-5.6334,-2.8116
7,45.4386,35.9394,45.065,66.1558,55.7482,121.0865,-4.4235,0.3275,-0.6094
7,43.9444,39.3671,45.3287,66.2412,55.9742,120.0913,-1.6364,3.7202,0.9824
7,44.296,35.3241,42.0768,66.3651,57.3712,120.3264,-0.1955,-4.4618,-3.5557
7,45.6143,39.2792,41.11,65.8399,56.221,119.9273,1.6429,4.3098,-0.8328
7,47.6358,40.1581,38.7369,64.3401,56.5681,120.2236,2.4013,1.2027,-2.7295
7,49.7452,39.6308,35.7486,65.7281,57.0123,120.7306,2.0429,-0.866,-3.2872
7,49.7452,42.7069,33.9029,64.5901,56.9694,121.4399,0.9121,3.6485,-1.683
7,49.13,37.7851,33.6393,65.7198,56.2796,121.3721,-1.2728,-5.0959,-0.754
7,53.6124,41.6523,35.3092,66.1228,56.6262,120.3995,4.9706,4.1598,1.7712
7,53.8761,41.5644,31.7057,64.8868,56.905,120.1328,0.7012,0.3013,-4.1672
7,58.7101,44.9042,35.2213,64.9468,55.6706,119.5538,5.3997,3.612,3.845
7,60.0284,43.3222,31.2662,65.1102,54.1501,120.0405,1.1387,-1.762,-4.0984
7,63.2804,44.8163,36.276,66.7036,54.7132,119.3718,3.5079,1.7779,5.5147
7,67.0597,49.5624,40.4947,67.2253,54.3679,118.4109,4.1302,5.0957,4.6983
7,71.0147,54.748,44.0104,65.9691,54.1524,117.8754,4.2316,5.2279,3.5964
7,74.794,54.748,44.0982,65.5114,53.319,118.8878,3.9592,-0.2577,-0.3653
7,74.4425,49.6503,42.692,67.1708,53.5426,118.2746,-1.4647,-5.3934,-1.8479
7,76.9913,52.9901,47.8775,68.6425,53.2655,118.1298,2.9581,3.6872,5.6978
7,81.4737,57.0331,51.0416,68.9609,52.058,117.4474,4.765,4.414,3.1466
7,84.1983,54.3964,49.0201,69.3858,52.0538,117.9746,1.6308,-3.0163,-2.6308
8,44.3936,44.9024,44.7205,63.786,60.6835,122.1704,45.3754,45.3754,45.3754
8,45.7998,50.0001,48.2361,64.696,61.0518,123.0231,1.8753,5.3097,3.688
8,48.1729,53.0763,53.4217,65.6843,60.2934,122.7028,2.7168,3.4038,5.5481
8,52.2158,54.2188,57.9041,67.1622,60.5544,122.1287,4.5091,1.5576,4.5854
8,53.1826,56.3282,55.8826,67.1526,61.407,122.9693,0.9977,2.6836,-2.5446
8,56.083,57.2071,54.2127,67.7035,60.4268,123.0444,3.2081,1.2217,-2.0317
8,57.665,60.2833,52.8943,68.7104,61.1925,122.4051,1.9266,3.3401,-1.6614
8,59.2471,59.1407,49.115,67.7634,60.5472,122.1652,1.1415,-1.4187,-4.0492
8,56.2588,54.2188,44.8084,69.058,60.2886,122.2665,-3.2333,-5.1321,-4.6237
8,61.0049,57.1192,48.7635,69.0276,59.0395,121.8463,5.2094,3.2071,4.3836
8,62.4111,54.7462,45.2478,68.6052,60.4396,121.627,0.7973,-2.7558,-3.9839
8,66.8057,57.2071,49.3787,69.0526,59.0346,121.903,4.9701,2.7271,4.5506
8,69.0029,57.2071,53.6853,69.8759,58.2078,121.3583,2.4068,-0.0911,4.6607
8,72.6064,58.4376,57.992,68.8274,57.3475,121.4367,4.0843,1.4728,4.7434
8,69.7061,59.0528,59.6619,69.1983,58.2935,122.1023,-3.0417,0.835,1.9961
8,73.4854,58.5255,62.2986,69.5343,57.5745,121.1315,3.9287,-0.7453,2.3398
8,72.6943,62.4806,63.9686,69.3105,56.7558,121.967,-0.2594,4.5723,1.9778
8,69.7061,63.9747,64.0564,70.0039,57.5893,121.1427,-3.3862,1.6934,0.2791
8,69.1787,60.6349,59.3103,69.6057,58.8577,120.8827,-1.4723,-3.6873,-5.0645
8,65.4873,58.7892,60.1014,69.9196,57.4813,121.1007,-3.6777,-2.1572,1.177
8,61.4443,55.3614,60.0135,69.4912,56.955,121.9019,-4.1472,-3.6582,-0.2025
8,66.3662,56.7677,62.7381,70.0334,57.9302,122.4034,5.1982,1.81,3.2004
8,61.8838,52.2852,60.1014,68.9956,57.1906,122.6102,-4.9735,-4.5304,-2.9653
8,62.2354,48.4181,58.4314,68.9566,56.1708,121.857,0.6768,-4.3083,-2.0176
8,60.917,52.3731,57.3768,69.5378,57.089,121.3107,0.2531,4.5321,-0.1091
8,63.3779,57.4708,60.0135,70.8178,57.2349,121.7047,2.7174,5.5659,3.0617
8,66.542,56.0645,61.4197,70.3726,58.5014,121.5608,3.2999,-1.9158,-0.0183
8,62.1475,51.8458,56.7615,69.0739,58.4174,121.5937,-4.6658,-4.5683,-4.3228
8,60.7412,49.3849,58.6951,67.8144,58.0894,121.7143,-1.5954,-2.8544,2.2605
8,58.4561,49.3849,54.8279,66.7175,58.3442,121.3099,-2.5338,0.401,-4.2666
8,54.1494,49.3849,53.949,66.4828,57.6588,122.2384,-4.6029,-0.0557,-0.9477
8,56.083,49.3849,57.992,65.1518,57.941,122.6309,2.1534,0.0796,4.6829
8,54.1494,52.461,55.8826,64.1361,58.8364,122.4546,-1.2302,3.3933,-1.319
8,52.3916,47.627,55.1795,65.3635,58.5732,122.9752,-2.2532,-5.2741,-1.1402
8,51.0732,49.0333,51.4881,65.6019,59.9041,122.5717,-0.1892,1.8489,-3.4292
8,46.5029,44.9903,49.0271,66.6191,60.6836,122.4874,-5.1718,-4.4188,-2.6086
8,44.042,46.6602,50.6971,68.0489,61.1865,122.6913,-2.5697,1.9898,2.1224
8,39.4717,46.045,51.3123,68.0208,62.5434,122.4088,-4.7747,-0.6704,-0.2562
8,43.0752,44.9903,51.576,68.422,61.2464,122.9133,3.8242,-1.4468,0.7184
8,44.5693,46.3087,49.2029,69.2171,61.7199,122.0169,2.007,1.7219,-2.7615
8,40.0869,42.4415,47.8846,70.0439,62.6061,122.1598,-4.8365,-4.2394,-1.3996
8,42.9873,46.4845,47.1814,70.7441,62.4234,121.2433,3.1451,4.3697,-0.0901
8,38.0654,44.5509,46.5662,72.1982,62.8033,121.5349,-5.3601,-2.4187,-1.2786
8,37.2744,40.0685,46.4783,72.3265,61.9659,120.6643,-1.2841,-4.7905,-0.1061
8,40.8779,44.5509,51.1365,72.4275,62.1512,119.684,4.0262,4.737,5.1081
8,44.1299,49.6485,55.1795,72.4058,62.5159,118.9233,3.6488,5.4045,4.2018
8,46.3271,49.6485,52.7186,73.9576,62.2976,118.363,2.564,0.0636,-2.7938
8,41.6689,46.045,52.0154,74.5452,61.1805,119.1334,-5.0646,-3.9483,-1.5093
8,39.8232,48.0665,49.6424,74.2968,60.6786,118.0562,-2.1411,2.5247,-2.057
8,39.6475,52.1095,51.6639,74.9198,60.8371,117.1203,-0.1743,4.5171,2.1939
8,42.3721,52.1095,55.9705,76.18,61.161,117.2492,2.8973,0.3011,4.6886
9,45.3226,45.6152,45.3269,63.9613,60.9818,122.0837,45.8561,45.8561,45.8561
9,41.0159,44.6484,46.4695,63.1747,61.5674,121.3818,-4.5343,-0.9985,0.3596
9,40.5765,45.791,50.6004,62.4611,60.827,120.7469,-0.3743,1.1471,4.4631
9,36.1819,45.791,50.6883,62.8878,59.8566,120.0422,-4.8379,-0.4549,-0.3748
9,40.4007,45.791,50.6004,63.3746,60.9022,120.0535,4.3746,-0.2377,-0.2156
9,35.1273,41.6602,47.3484,64.6937,61.4916,119.8652,-5.5558,-4.4652,-3.1524
9,36.7093,44.8242,45.8543,65.1402,62.708,119.5917,1.9936,3.5966,-1.4574
9,37.0609,43.5937,49.0184,66.5664,63.0868,120.0221,0.2894,-1.5213,3.6543
9,37.1487,41.8359,44.9754,67.1088,63.0285,120.7726,0.3704,-1.9513,-4.4437
9,39.4339,45.8789,44.5359,67.5293,62.6561,119.7417,2.7403,4.6128,-0.0055
9,37.3245,46.4941,46.9969,69.1904,62.7618,120.1126,-2.6044,0.7179,2.7474
9,35.5667,48.6914,44.7117,69.8077,62.3878,118.9785,-2.0287,2.4384,-2.3155
9,37.4124,52.998,44.7117,69.7888,61.1899,118.5244,2.1138,4.7481,0.2125
9,32.139,51.6797,42.3387,70.1914,60.2518,117.8505,-5.6402,-1.4861,-2.5864
9,32.5784,48.252,43.3055,68.6608,60.0649,118.0564,0.8365,-3.6184,1.0254
9,31.6116,49.9219,46.4695,69.635,58.9071,117.8139,-1.4896,2.0247,3.5433
9,31.6116,49.043,50.1609,68.3301,59.7268,117.3804,0.4479,-0.8758,4.0654
9,30.7327,51.3281,47.8758,67.0292,60.3085,117.625,-1.2669,2.7988,-2.208
9,28.7991,48.1641,42.6902,68.1153,60.4612,118.3891,-2.1893,-3.6231,-5.3483
9,28.3597,50.0977,46.7332,66.9757,59.9014,118.7863,-0.2967,2.1864,4.4473
9,26.9534,52.2949,44.5359,65.8739,59.0891,119.3727,-1.674,2.5586,-2.3478
9,32.4905,54.668,47.9637,66.9661,58.6624,118.3055,5.9402,2.6557,3.9076
9,27.0413,50.8008,45.0633,66.4036,58.1749,119.4455,-5.8648,-4.1408,-3.0672
9,27.0413,47.4609,45.8543,67.3029,57.4583,119.6576,-0.0823,-3.7537,1.2415
9,27.0413,45.5273,48.2273,66.576,59.0537,119.4257,0.0059,-2.5157,2.7732
9,27.9202,43.1543,50.3367,66.2799,59.7047,118.7268,1.3617,-2.5677,2.5044
9,28.2718,43.8574,46.909,67.4399,58.691,118.6617,0.6799,1.1527,-3.5952
9,26.2503,46.4941,47.0848,67.2081,58.8816,119.6746,-2.4266,2.9962,-0.3696
9,30.2054,51.0645,48.3152,66.6257,57.7042,119.7296,4.34,4.8362,1.2949
9,25.2835,48.0762,48.3152,66.484,58.8228,120.268,-5.4079,-3.3939,-0.9914
9,30.4691,48.7793,49.4578,65.169,59.2709,120.7107,5.5525,0.9076,1.6299
9,33.9847,47.7246,52.1824,65.0665,58.0008,120.2069,3.8533,-1.1799,2.4093
9,28.6234,43.8574,47.6121,64.3883,59.7804,120.1118,-5.7057,-3.934,-4.3236
9,32.2269,49.043,49.9852,64.4055,58.5448,120.8285,3.9806,5.5363,2.6847
9,33.1937,44.7363,48.1394,64.5197,60.0759,120.8842,0.4775,-4.2986,-2.274
9,33.1937,46.2305,52.0945,63.8532,59.6841,121.8117,-0.1831,1.9692,4.4936
9,38.555,47.2852,54.5555,62.3312,59.8394,121.7162,5.6085,1.4874,2.7997
9,34.8636,48.1641,54.8191,60.7582,59.542,122.1705,-4.1311,1.0292,-0.0402
9,34.4241,51.5918,54.4676,62.0406,59.0279,121.8969,-0.7843,3.831,-0.6476
9,34.6878,48.1641,50.9519,62.9885,60.1598,121.7108,0.4878,-3.2263,-3.7856
9,31.0843,44.8242,50.7762,62.0383,59.4374,122.6135,-4.0417,-3.7366,0.1932
9,28.887,46.9336,52.534,62.7793,60.7895,121.9618,-2.3594,2.3037,2.3073
9,27.9202,46.1426,47.7,61.3991,60.4421,122.6739,-1.4467,-0.9791,-4.9846
9,31.0843,47.0215,45.4148,61.614,59.248,123.0233,3.4969,0.8861,-2.0
9,28.0081,44.7363,47.0848,61.3922,59.2016,121.9633,-3.512,-2.5724,1.4246
9,29.2386,49.5703,48.6668,61.0667,59.5603,121.0457,1.7014,5.2932,1.9869
9,31.4359,47.7246,51.4793,62.2959,60.0824,121.0898,2.3412,-1.6241,3.2181
9,26.6898,45.4395,46.8211,61.3317,59.2491,121.9994,-5.0472,-2.5241,-4.9803
9,27.3929,45.3516,43.2176,60.8309,60.6615,122.0084,1.3192,0.2128,-3.7161
9,28.1839,46.4062,47.7879,59.8736,61.3545,121.5819,1.1686,1.1312,5.0198
9,29.4144,50.0098,47.3484,60.1352,60.4424,121.1489,1.802,4.0469,-0.9157
10,45.7972,45.7884,45.7919,63.6086,60.9182,121.9718,46.3361,46.3361,46.3361
10,45.8851,49.7435,48.5165,61.998,60.2699,122.5747,-0.3847,4.1692,2.9585
10,44.5667,48.8646,51.9442,60.7943,59.6918,122.0372,-1.9408,-0.994,3.109
10,42.5452,51.5892,53.1747,59.2132,59.8938,122.3423,-2.1038,2.9707,1.7401
10,47.4671,54.0501,54.2294,60.7108,59.7035,122.0211,5.2532,2.7928,0.9776
10,48.9612,50.5345,54.3173,60.1388,59.4637,123.0913,1.1765,-3.9617,-0.8833
10,45.7972,51.2376,55.0204,60.5654,60.844,122.6845,-3.5591,0.8343,1.3521
10,48.8734,50.6224,54.9325,60.2774,59.4677,122.6007,3.3581,-1.194,-1.4487
10,45.4456,48.2493,55.1962,61.3311,59.9474,123.0413,-3.8748,-2.7093,0.89
10,48.6976,49.6556,59.8544,61.6394,61.3449,122.5186,3.5587,1.8652,5.2153
10,44.8304,48.1614,61.3485,60.3022,61.0933,122.4968,-4.2446,-0.6306,0.8567
10,49.4886,49.1282,64.9521,59.8333,62.3167,122.5859,5.0572,1.4236,3.8005
10,49.928,50.9739,62.4032,60.0536,63.4812,122.1537,0.8342,2.1624,-2.9498
10,53.0921,54.5775,67.2372,58.9342,63.7067,122.9964,3.6062,3.9719,5.2424
10,58.4534,57.39,69.6103,59.3464,62.5295,123.0582,5.5804,2.9608,2.3681
10,62.848,58.7962,69.8739,58.0051,62.4558,122.6222,4.8695,1.6502,0.2847
10,63.1116,58.7962,73.9169,57.5936,60.9711,122.5375,0.3042,-0.2626,4.2743
10,65.3968,57.3021,76.9052,57.2558,62.4192,122.4689,1.8665,-1.8338,3.1124
10,62.0569,54.4896,72.0712,58.1272,62.8343,123.3848,-3.7892,-3.272,-5.1279
10,64.0784,59.0599,71.1923,56.8132,62.4758,122.7695,2.5478,4.9938,0.5338
10,61.3538,57.4778,73.4774,56.5932,63.767,122.878,-3.1228,-2.0083,1.831
10,57.1351,52.8196,69.4345,57.5557,63.3703,122.0029,-4.6533,-4.7381,-4.1878
10,55.2015,51.8528,71.8954,56.9101,62.971,123.087,-2.1305,-0.9284,2.9205
10,55.3773,52.3802,67.9403,57.0829,61.8471,123.2768,0.8895,0.7981,-3.6198
10,57.8382,57.6536,70.1376,56.8966,60.7121,123.1845,2.8223,5.5522,2.2323
10,61.2659,56.3353,71.456,57.0641,59.5302,123.0172,3.8023,-1.4075,0.263
10,66.2757,58.8841,73.4774,57.7138,60.5853,123.1792,5.435,3.0062,2.2376
10,67.3304,63.3665,73.7411,56.6479,61.4288,123.1005,1.3299,4.7794,0.0948
10,66.803,64.2454,77.5204,57.1824,62.3367,122.3162,-0.6503,1.3118,4.1803
10,64.6937,59.2357,75.6747,55.9477,61.4393,123.1116,-2.439,-5.4759,-2.1892
10,63.639,54.2259,74.0048,57.2984,61.3612,122.392,-1.1898,-5.2597,-1.5485
10,61.7054,56.4232,70.4892,58.1593,59.956,122.333,-0.8846,2.5114,-2.7307
10,59.596,56.4232,65.831,57.7242,60.3247,123.245,-2.0932,0.0749,-4.4933
10,60.0355,54.6653,61.8759,57.7381,61.1714,122.2592,0.2454,-2.0095,-4.4585
10,58.5413,57.5657,59.327,59.0378,60.2797,122.839,-0.7829,3.2082,-1.8996
10,62.9359,61.1693,60.1181,57.9517,59.8196,122.3219,4.7323,3.6681,0.9922
10,66.5394,63.2786,65.0399,59.1488,59.2708,121.6612,3.8838,2.5098,5.2286
10,63.2874,62.6634,67.3251,57.7518,59.5899,121.8466,-3.3345,-0.7234,1.9416
10,61.5296,65.0364,64.5126,57.2554,60.6349,121.6597,-1.1464,2.8201,-2.2586
10,57.1351,63.806,65.3915,58.5719,60.416,122.3625,-4.8139,-1.1803,-0.2536
10,57.0472,60.554,61.2606,57.7947,59.649,122.8106,-0.0562,-3.5347,-4.0822
10,57.8382,56.6868,60.0302,56.3566,60.0,122.4326,1.0294,-4.0242,-1.4941
10,54.4105,57.7415,57.5692,57.1342,60.9648,123.18,-3.7431,1.3304,-1.7656
10,59.2444,60.6419,58.7118,58.5163,61.8083,122.8531,5.1465,3.111,1.3115
10,63.3753,64.8607,62.8427,57.5306,60.7478,123.2679,4.4621,4.5407,4.4928
10,67.9456,64.8607,64.9521,56.9537,61.852,122.4445,4.7399,0.3329,2.4281
10,66.012,63.5423,67.7646,57.4415,60.3085,122.4645,-2.3954,-1.5821,2.5598
10,63.1116,59.6751,67.9403,57.0428,61.0179,123.3485,-3.1141,-4.0898,0.3135
10,59.7718,58.972,68.995,58.0768,61.8936,123.5797,-3.8139,-1.0909,1.3645
10,57.5745,61.2571,66.1825,57.1848,61.1572,122.8615,-1.5961,2.4884,-2.4831
10,57.4866,59.9388,69.0829,57.4269,62.0216,122.602,-0.5825,-1.6826,3.331
11,45.8604,46.1505,46.1109,63.2523,60.9149,121.9086,46.8154,46.8154,46.8154
11,43.6632,46.1505,48.6598,62.1768,61.3174,121.5118,-2.5454,0.2796,2.8292
11,41.6417,48.3477,50.857,61.222,59.9757,121.7233,-2.2355,2.3762,2.3405
11,44.5421,46.5899,52.7027,59.8059,60.7011,121.4052,3.2507,-1.954,1.5528
11,43.1358,49.3145,51.2086,61.0182,60.9501,120.8065,-1.6402,3.1904,-1.2764
11,44.8058,53.6212,51.2965,62.038,59.6311,121.0862,2.0479,4.4453,-0.3495
11,44.4542,49.6661,47.693,60.6118,60.0132,121.0577,-0.7118,-4.3504,-4.0352
11,43.4874,52.4786,45.7594,61.8585,59.478,121.1358,-1.2503,3.2045,-1.57
11,43.1358,48.172,41.6285,60.8833,58.9439,121.4849,-0.9851,-4.5413,-4.1119
11,47.0909,50.1056,40.7496,60.8695,58.1791,120.4284,4.5212,2.2576,-0.2717
11,43.6632,50.8087,41.3648,59.3947,57.2943,120.9595,-3.7221,0.8393,0.9882
11,40.7628,52.0392,41.9801,60.0769,56.5228,119.9878,-3.3592,1.5394,1.0952
11,44.4542,55.2911,41.8043,60.6041,57.6887,120.0925,4.0236,3.5202,-0.1769
11,49.2882,59.2462,44.441,60.253,57.3071,119.2276,5.1941,4.423,2.7649
11,44.1905,55.6427,41.1012,61.3548,57.2259,118.528,-5.5378,-3.957,-3.5647
11,42.5206,57.8399,38.9918,62.8062,57.3933,118.1146,-1.8947,2.6099,-2.0813
11,47.4425,58.631,42.1559,62.0309,56.3066,117.6768,5.1894,1.1531,3.5601
11,46.5636,54.6759,37.6734,62.6176,54.7187,117.5745,-1.4521,-4.3048,-4.7394
11,41.9933,53.006,37.4977,62.6607,55.3225,118.5643,-4.892,-2.0266,-0.2193
11,44.0147,56.2579,35.5641,62.9034,56.99,117.9298,2.1727,3.3796,-1.504
11,44.0147,56.2579,31.4332,61.7708,55.8889,118.3577,-0.2575,0.269,-4.5859
11,45.421,61.1798,33.5426,61.5937,55.7831,119.2583,1.8442,5.1999,2.4428
11,46.2999,59.7735,36.7066,60.5247,54.8782,119.1364,0.3099,-1.745,3.6184
11,51.5733,61.7071,39.6949,61.1469,56.3008,119.2406,5.6324,2.2821,3.2299
