1,24.8722,24.8818,24.9082
1,23.2022,38.8564,23.7656
1,28.5636,29.4521,40.6406
1,29.4425,31.6494,31.2363
1,22.7628,20.8388,41.4316
1,21.9718,27.2549,27.1934
1,19.7745,27.6943,39.5859
1,24.7843,27.6943,46.8809
1,38.3194,38.9443,26.4023
1,37.7042,34.4619,36.9492
1,41.0440,40.3506,26.7539
1,37.7921,39.6474,39.1465
1,39.1104,43.6904,21.7441
1,41.5714,40.4384,40.3770
1,59.0616,39.3838,27.0176
1,51.1515,48.9638,49.4297
1,47.1085,45.0966,44.5957
1,47.8116,50.6338,38.7949
1,42.9776,45.6240,45.2988
1,45.7022,49.1396,49.6934
1,44.8233,46.1513,48.6387
1,46.0538,45.7119,47.7598
1,49.3936,48.9638,52.4180
1,46.3175,48.7002,51.1875
1,47.9874,40.3506,55.3184
1,40.6925,41.4931,66.3047
1,56.2491,46.5908,54.3516
1,50.2726,48.0849,50.7480
1,53.9640,52.7431,54.0879
1,58.0948,55.9951,56.4609
1,64.3351,49.9306,60.2402
1,60.4679,58.3681,61.9102
1,64.7745,62.4111,65.4258
1,67.8507,64.8720,66.6563
1,65.4776,62.4111,67.2715
1,63.8956,60.6533,63.5801
1,60.1163,58.8076,60.5039
1,64.6866,62.8506,64.8106
1,73.6515,60.7412,54.7910
1,63.8077,69.6181,63.7559
1,65.4776,68.4756,66.3926
1,63.9835,64.9599,63.7559
1,67.3233,66.1025,65.2500
1,66.0929,66.7177,66.1289
1,65.1261,67.8603,65.8652
1,61.2589,63.4658,61.1191
1,64.5987,66.5420,65.7773
1,68.0265,70.5849,69.9082
1,71.0147,74.6279,72.6328
1,74.0909,77.1767,76.8516
1,72.8604,77.1767,74.7422
2,25.5937,25.7792,25.5603
2,15.4863,42.4784,22.8357
2,22.5176,18.5721,38.3045
2,34.8223,33.3378,18.0018
2,8.2793,35.4471,30.6580
2,36.2285,19.0995,25.3846
2,8.8945,24.2850,36.1072
2,29.6367,8.5526,39.0076
2,29.9004,22.9667,22.1326
2,34.9102,20.5936,32.4158
2,39.8320,33.5135,27.9334
2,40.7109,45.9061,10.5311
